activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
pick item;2019-12-18 10:33:27;{991224};{884989};{};{Mahnaz Qafari};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-12-18 10:35:11;{991220};{884971};{};{Mahsa Bafrani};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-12-18 10:38:59;{991224};{884986};{};{Mahnaz Qafari};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pay order;2019-12-18 10:39:32;{991180};{884794,884795,884796,884797};{};{Claudia Graf};{Fire Stick,MacBook Pro,iPhone 8,iPad Air};3549.99;2.22;Finance;yes;no;no;no
send package;2019-12-18 10:49:10;{991180,990971,991197};{884795,883957,884873};{660786};{Claudia Graf};{MacBook Pro,iPad,Echo Plus};3144.99;3.133;Fullfillment;yes;no;no;no
package delivered;2019-12-18 10:59:05;{991185,991198,991183};{884814,884877,884879,884809,884878};{660781};{Seran Uysal};{Echo Plus,Kindle Paperwhite,iPhone 8,iPad mini,iPad};1751.99;2.748;Delivery;yes;no;no;no
pay order;2019-12-18 10:59:37;{991157};{884690,884691,884692,884693,884694,884695};{};{Luis Santos};{iPhone X,iPhone 8,iPad mini,iPad Air,iPhone 11 Pro,iPad Pro};4406.0;1.773;Finance;yes;no;no;no
pick item;2019-12-18 11:01:23;{991229};{885006};{};{Seran Uysal};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-12-18 11:15:53;{991194};{884862};{};{Wil van der Aalst};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
package delivered;2019-12-18 11:25:07;{991159,991200,991140,991204,991175};{884698,884884,884885,884618,884903,884904,884906,884770};{660779};{Junxiong Gao};{Echo Show 8,iPad Air,Fire Stick,Echo Show 8,Fire Stick,Echo Plus,Fire Stick 4K,Kindle Paperwhite};1184.94;4.855;Delivery;yes;no;no;no
package delivered;2019-12-18 11:31:23;{991211,991192};{884926,884932,884929,884850};{660782};{Luis Santos};{Echo Studio,iPhone 11 Pro,iPhone 11 Pro,MacBook Pro};4997.99;3.226;Delivery;yes;no;no;no
pick item;2019-12-18 11:48:04;{991217};{884960};{};{Junxiong Gao};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
place order;2019-12-18 11:49:37;{991231};{885015,885016,885017,885018,885019};{};{Seran Uysal};{iPad mini,Echo Show 8,iPad mini,Echo Dot,Echo Show 8};1192.97;2.9;Finance;yes;no;no;no
pay order;2019-12-18 12:02:43;{991182};{884801,884802,884803};{};{Mahsa Bafrani};{Fire Stick 4K,iPad Pro,iPad Pro};2292.99;1.246;Finance;yes;no;no;no
confirm order;2019-12-18 12:26:31;{991230};{885010,885011,885012,885013,885014};{};{Marco Pegoraro};{MacBook Pro,Echo Dot,Echo Show 5,iPad Air,Echo};3200.97;3.85;Finance;yes;no;no;no
pick item;2019-12-18 12:38:05;{991109};{884510};{};{Gyunam Park};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
confirm order;2019-12-18 12:52:30;{991226};{884995,884996};{};{Mahsa Bafrani};{iPad,Echo Studio};699.99;1.963;Finance;yes;no;no;no
send package;2019-12-18 12:54:17;{991209,991199,991201};{884921,884920,884882,884889,884888};{660784};{Mohammadreza Fani Sani};{iPad Pro,iPhone 11,MacBook Pro,Echo Show 8,Echo Studio};4727.98;4.479;Fullfillment;yes;no;no;no
send package;2019-12-18 13:05:44;{991167,991219};{884732,884968,884969,884970,884965,884736};{660783};{Christine Dobbert};{Echo Show 5,Echo Show 8,iPad Pro,iPad mini,MacBook Pro,Kindle};4347.97;4.476;Fullfillment;yes;no;no;no
send package;2019-12-18 13:11:36;{991213};{884938,884946,884945,884942,884944,884939,884937,884941,884947};{660787};{Majid Rafiei};{MacBook Air,MacBook Air,Echo Show 8,iPad,Fire Stick,Echo Show 8,Echo Show 5,Echo Studio,iPhone 11};6283.95;7.669;Fullfillment;yes;no;no;no
item out of stock;2019-12-18 13:53:41;{991231};{885019};{};{Seran Uysal};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
place order;2019-12-18 13:59:00;{991232};{885020,885021};{};{Gyunam Park};{Echo Dot,iPad Pro};1133.99;0.863;Finance;yes;no;no;no
item out of stock;2019-12-18 14:04:49;{991219};{884967};{};{Christine Dobbert};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-12-18 14:30:59;{991186};{884823};{};{Luis Santos};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2019-12-18 14:32:25;{991231};{885017};{};{Seran Uysal};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
create package;2019-12-18 14:32:25;{991210,991215,991214,991225,991194};{884923,884952,884925,884951,884953,884949,884993,884992,884862,884954};{660788};{Wil van der Aalst};{Echo Dot,MacBook Pro,iPad Pro,Kindle,iPhone X,Echo,iPhone 11 Pro,iPad mini,Echo Show 8,MacBook Pro};8735.96;6.486;Fullfillment;yes;no;no;no
pick item;2019-12-18 14:39:46;{991185};{884815};{};{Seran Uysal};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2019-12-18 14:43:22;{991206};{884912};{};{Kefang Ding};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2019-12-18 14:52:34;{991180,990971,991197};{884795,883957,884873};{660786};{Claudia Graf};{MacBook Pro,iPad,Echo Plus};3144.99;3.133;Delivery;yes;no;no;no
pick item;2019-12-18 14:53:16;{991228};{885002};{};{Gyunam Park};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pay order;2019-12-18 14:57:45;{991222};{884981,884982};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro,Echo Dot};2534.99;1.75;Finance;yes;no;no;no
reorder item;2019-12-18 14:59:58;{991193};{884853};{};{Tobias Brockhoff};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-12-18 15:05:40;{991230};{885010};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-12-18 15:24:46;{991231};{885015};{};{Seran Uysal};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-12-18 15:43:39;{991227};{884999};{};{Mahnaz Qafari};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-12-18 15:57:21;{991230};{885012};{};{Marco Pegoraro};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2019-12-18 15:58:00;{991223};{884984};{};{Lisa Mannel};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-12-18 16:00:56;{991222};{884981};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
item out of stock;2019-12-18 16:02:39;{991231};{885016};{};{Seran Uysal};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pay order;2019-12-18 16:13:27;{991213};{884937,884938,884939,884940,884941,884942,884943,884944,884945,884946,884947};{};{Majid Rafiei};{Echo Show 5,MacBook Air,Echo Show 8,Kindle,Echo Studio,iPad,Kindle Paperwhite,Fire Stick,Echo Show 8,MacBook Air,iPhone 11};6497.94;8.647;Finance;yes;no;no;no
place order;2019-12-18 16:17:46;{991233};{885022};{};{Mahsa Bafrani};{iPad mini};454.0;0.28;Finance;yes;no;no;no
pay order;2019-12-18 16:27:22;{991105};{884487,884488,884489,884490,884491,884492,884493};{};{Gyunam Park};{Fire Stick 4K,MacBook Air,Kindle,Echo Show 8,iPad Pro,iPad Pro,Fire Stick};4742.96;4.159;Finance;yes;no;no;no
pick item;2019-12-18 16:30:44;{991229};{885004};{};{Seran Uysal};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
confirm order;2019-12-18 16:31:46;{991233};{885022};{};{Mahsa Bafrani};{iPad mini};454.0;0.28;Finance;yes;no;no;no
confirm order;2019-12-18 16:35:32;{991231};{885015,885016,885017,885018,885019};{};{Seran Uysal};{iPad mini,Echo Show 8,iPad mini,Echo Dot,Echo Show 8};1192.97;2.9;Finance;yes;no;no;no
reorder item;2019-12-18 16:38:55;{991231};{885016};{};{Seran Uysal};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pay order;2019-12-18 16:43:41;{991123};{884560,884561,884562,884563};{};{Claudia Graf};{Fire Stick,Echo Dot,iPhone 8,iPhone 11 Pro};1752.98;0.978;Finance;yes;no;no;no
pick item;2019-12-18 17:00:15;{991226};{884996};{};{Mahsa Bafrani};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2019-12-18 17:00:39;{991190};{884839};{};{Mahsa Bafrani};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
create package;2019-12-18 17:00:39;{991163,991223,991184};{884715,884984,884811};{660789};{Lisa Mannel};{MacBook Pro,Kindle,Fire Stick 4K};2669.98;2.133;Fullfillment;yes;no;no;no
confirm order;2019-12-18 17:03:30;{991227};{884997,884998,884999,885000};{};{Mahnaz Qafari};{iPad Pro,Fire Stick 4K,Fire Stick 4K,iPhone X};1982.98;1.215;Finance;yes;no;no;no
item out of stock;2019-12-18 17:09:34;{991202};{884892};{};{Tobias Brockhoff};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
failed delivery;2019-12-18 17:30:36;{991178,991194,990999};{884782,884861,884858,884860,884082,884780,884786};{660774};{Wil van der Aalst};{Echo Studio,iPhone X,MacBook Pro,iPad Air,Kindle,Kindle Paperwhite,MacBook Air};6283.98;5.69;Delivery;yes;no;no;no
payment reminder;2019-12-18 17:33:41;{991118};{884542,884543,884544,884545,884546};{};{Mahnaz Qafari};{iPad Pro,Echo Dot,Kindle Paperwhite,iPhone X,iPad};2456.99;2.013;Finance;yes;no;no;no
pick item;2019-12-18 17:52:16;{991225};{884991};{};{Wil van der Aalst};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
place order;2019-12-18 17:55:17;{991234};{885023,885024,885025};{};{Majid Rafiei};{MacBook Air,iPhone 8,iPhone 11 Pro};3883.0;1.648;Finance;yes;no;no;no
failed delivery;2019-12-18 17:57:48;{991187,991136,991098,991224};{884829,884607,884830,884461,884608,884988,884990,884987,884826};{660785};{Mahnaz Qafari};{iPhone X,Echo Show 5,Fire Stick 4K,Kindle Paperwhite,iPhone 11 Pro,MacBook Air,Echo,iPad,Echo Show 8};5081.96;5.508;Delivery;yes;no;no;no
pick item;2019-12-18 18:03:37;{991192};{884851};{};{Luis Santos};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-12-18 18:13:34;{991232};{885021};{};{Gyunam Park};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-12-18 18:15:43;{991172};{884754,884755,884756,884757,884758,884759};{};{Tobias Brockhoff};{iPad Pro,iPad Pro,MacBook Air,Echo Dot,iPad Pro,iPhone 8};6060.99;3.289;Finance;yes;no;no;no
pick item;2019-12-18 18:25:09;{991229};{885008};{};{Seran Uysal};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
create package;2019-12-18 18:25:09;{991212,991207,991230};{884935,884914,884933,885010,885012,884917};{660790};{Marco Pegoraro};{Echo,Echo Show 5,iPhone 8,MacBook Pro,Echo Show 5,Kindle Paperwhite};3437.97;4.615;Fullfillment;yes;no;no;no
send package;2019-12-18 20:05:04;{991210,991215,991214,991225,991194};{884923,884952,884925,884951,884953,884949,884993,884992,884862,884954};{660788};{Wil van der Aalst};{Echo Dot,MacBook Pro,iPad Pro,Kindle,iPhone X,Echo,iPhone 11 Pro,iPad mini,Echo Show 8,MacBook Pro};8735.96;6.486;Fullfillment;yes;no;no;no
place order;2019-12-18 20:25:22;{991235};{885026,885027,885028,885029};{};{Claudia Graf};{Echo Studio,iPhone 8,iPhone 8,iPad mini};1711.99;2.18;Finance;yes;no;no;no
confirm order;2019-12-18 20:26:49;{991234};{885023,885024,885025};{};{Majid Rafiei};{MacBook Air,iPhone 8,iPhone 11 Pro};3883.0;1.648;Finance;yes;no;no;no
place order;2019-12-18 23:49:48;{991236};{885030,885031,885032,885033,885034};{};{Kefang Ding};{iPad Pro,Echo Show 5,Echo Show 8,Echo Plus,Echo Dot};1503.96;4.003;Finance;yes;no;no;no
pick item;2019-12-19 08:34:23;{991235};{885026};{};{Claudia Graf};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2019-12-19 09:23:07;{991210,991215,991214,991225,991194};{884923,884952,884925,884951,884953,884949,884993,884992,884862,884954};{660788};{Wil van der Aalst};{Echo Dot,MacBook Pro,iPad Pro,Kindle,iPhone X,Echo,iPhone 11 Pro,iPad mini,Echo Show 8,MacBook Pro};8735.96;6.486;Delivery;yes;no;no;no
package delivered;2019-12-19 09:29:56;{991209,991199,991201};{884921,884920,884882,884889,884888};{660784};{Mohammadreza Fani Sani};{iPad Pro,iPhone 11,MacBook Pro,Echo Show 8,Echo Studio};4727.98;4.479;Delivery;yes;no;no;no
pick item;2019-12-19 09:42:56;{991211};{884931};{};{Luis Santos};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
place order;2019-12-19 09:50:33;{991237};{885035,885036,885037,885038,885039,885040,885041};{};{Christine Dobbert};{MacBook Pro,Kindle,Fire Stick,Kindle,Echo Studio,Echo Studio,iPad};3599.95;5.979;Finance;yes;no;no;no
package delivered;2019-12-19 09:51:23;{991213};{884938,884946,884945,884942,884944,884939,884937,884941,884947};{660787};{Majid Rafiei};{MacBook Air,MacBook Air,Echo Show 8,iPad,Fire Stick,Echo Show 8,Echo Show 5,Echo Studio,iPhone 11};6283.95;7.669;Delivery;yes;no;no;no
pick item;2019-12-19 09:55:32;{991237};{885036};{};{Christine Dobbert};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
confirm order;2019-12-19 10:07:21;{991236};{885030,885031,885032,885033,885034};{};{Kefang Ding};{iPad Pro,Echo Show 5,Echo Show 8,Echo Plus,Echo Dot};1503.96;4.003;Finance;yes;no;no;no
send package;2019-12-19 10:13:59;{991212,991207,991230};{884935,884914,884933,885010,885012,884917};{660790};{Marco Pegoraro};{Echo,Echo Show 5,iPhone 8,MacBook Pro,Echo Show 5,Kindle Paperwhite};3437.97;4.615;Fullfillment;yes;no;no;no
pick item;2019-12-19 10:41:22;{991213};{884940};{};{Majid Rafiei};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:01:24;{991236};{885031};{};{Kefang Ding};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:10:50;{991236};{885034};{};{Kefang Ding};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
create package;2019-12-19 11:10:50;{991205,991109,991228};{884908,884910,884510,885002,884909};{660791};{Gyunam Park};{Fire Stick 4K,Kindle Paperwhite,iPhone 11 Pro,Fire Stick 4K,Fire Stick};1497.97;1.443;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:14:09;{991227};{884997};{};{Mahnaz Qafari};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:14:45;{991192};{884852};{};{Luis Santos};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:20:18;{991230};{885011};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
confirm order;2019-12-19 11:20:22;{991228};{885001,885002,885003};{};{Gyunam Park};{iPad mini,Fire Stick 4K,iPhone 8};1072.99;0.77;Finance;yes;no;no;no
reorder item;2019-12-19 11:28:06;{991203};{884902};{};{Claudia Graf};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:34:46;{991229};{885009};{};{Seran Uysal};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:39:40;{991218};{884963};{};{Christina Rensinghof};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
create package;2019-12-19 11:39:40;{991221,991236};{884975,884979,885031,885034,884976};{660792};{Kefang Ding};{Echo Show 5,iPad,Echo Show 5,Echo Dot,Fire Stick 4K};794.96;2.903;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:45:28;{991199};{884881};{};{Mohammadreza Fani Sani};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-12-19 11:48:59;{991228};{885001};{};{Gyunam Park};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
reorder item;2019-12-19 11:49:09;{991225};{884994};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2019-12-19 11:49:22;{991232};{885021};{};{Gyunam Park};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
place order;2019-12-19 12:00:51;{991238};{885042};{};{Anahita Farhang Ghahfarokhi};{MacBook Air};2205.0;1.25;Finance;yes;no;no;no
pick item;2019-12-19 12:09:55;{991221};{884978};{};{Kefang Ding};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2019-12-19 12:16:05;{991232};{885020,885021};{};{Gyunam Park};{Echo Dot,iPad Pro};1133.99;0.863;Finance;yes;no;no;no
confirm order;2019-12-19 12:45:36;{991237};{885035,885036,885037,885038,885039,885040,885041};{};{Christine Dobbert};{MacBook Pro,Kindle,Fire Stick,Kindle,Echo Studio,Echo Studio,iPad};3599.95;5.979;Finance;yes;no;no;no
pay order;2019-12-19 13:07:49;{991206};{884912};{};{Kefang Ding};{Echo Studio};204.99;1.48;Finance;yes;no;no;no
package delivered;2019-12-19 13:14:04;{991212,991207,991230};{884935,884914,884933,885010,885012,884917};{660790};{Marco Pegoraro};{Echo,Echo Show 5,iPhone 8,MacBook Pro,Echo Show 5,Kindle Paperwhite};3437.97;4.615;Delivery;yes;no;no;no
place order;2019-12-19 13:21:28;{991239};{885043,885044};{};{Gyunam Park};{Echo Plus,Fire Stick};194.98;1.48;Finance;yes;no;no;no
pick item;2019-12-19 13:37:22;{991236};{885033};{};{Kefang Ding};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
item out of stock;2019-12-19 13:40:17;{991238};{885042};{};{Anahita Farhang Ghahfarokhi};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2019-12-19 13:45:22;{991213};{884943};{};{Majid Rafiei};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-12-19 13:45:22;{991200,991217,991204};{884886,884958,884905,884959,884960,884883};{660793};{Junxiong Gao};{Kindle Paperwhite,iPhone 11 Pro,Kindle Paperwhite,Echo Plus,Echo Show 8,MacBook Pro};4186.98;4.808;Fullfillment;yes;no;no;no
pick item;2019-12-19 13:53:30;{991236};{885032};{};{Kefang Ding};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pay order;2019-12-19 13:59:08;{991201};{884888,884889,884890};{};{Mohammadreza Fani Sani};{Echo Studio,Echo Show 8,Echo Dot};364.97;2.84;Finance;yes;no;no;no
package delivered;2019-12-19 14:03:15;{991167,991219};{884732,884968,884969,884970,884965,884736};{660783};{Christine Dobbert};{Echo Show 5,Echo Show 8,iPad Pro,iPad mini,MacBook Pro,Kindle};4347.97;4.476;Delivery;yes;no;no;no
confirm order;2019-12-19 14:10:40;{991238};{885042};{};{Anahita Farhang Ghahfarokhi};{MacBook Air};2205.0;1.25;Finance;yes;no;no;no
pick item;2019-12-19 14:28:16;{991221};{884977};{};{Kefang Ding};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
package delivered;2019-12-19 15:02:13;{991178,991194,990999};{884782,884861,884858,884860,884082,884780,884786};{660774};{Wil van der Aalst};{Echo Studio,iPhone X,MacBook Pro,iPad Air,Kindle,Kindle Paperwhite,MacBook Air};6283.98;5.69;Delivery;yes;no;no;no
place order;2019-12-19 15:02:41;{991240};{885045,885046,885047,885048};{};{Luis Santos};{Echo,Echo Plus,Kindle,Fire Stick 4K};424.96;2.823;Finance;yes;no;no;no
confirm order;2019-12-19 15:14:17;{991239};{885043,885044};{};{Gyunam Park};{Echo Plus,Fire Stick};194.98;1.48;Finance;yes;no;no;no
item out of stock;2019-12-19 15:23:25;{991237};{885037};{};{Christine Dobbert};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-12-19 15:29:00;{991221};{884980};{};{Kefang Ding};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-19 15:35:02;{991234};{885024};{};{Majid Rafiei};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pay order;2019-12-19 15:38:25;{991118};{884542,884543,884544,884545,884546};{};{Mahnaz Qafari};{iPad Pro,Echo Dot,Kindle Paperwhite,iPhone X,iPad};2456.99;2.013;Finance;yes;no;no;no
pick item;2019-12-19 15:49:44;{991240};{885047};{};{Luis Santos};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-19 15:52:50;{991231};{885018};{};{Seran Uysal};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
create package;2019-12-19 15:52:50;{991222};{884982};{660794};{Anahita Farhang Ghahfarokhi};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
package delivered;2019-12-19 15:55:13;{991187,991136,991098,991224};{884829,884607,884830,884461,884608,884988,884990,884987,884826};{660785};{Mahnaz Qafari};{iPhone X,Echo Show 5,Fire Stick 4K,Kindle Paperwhite,iPhone 11 Pro,MacBook Air,Echo,iPad,Echo Show 8};5081.96;5.508;Delivery;yes;no;no;no
pick item;2019-12-19 15:56:38;{991240};{885046};{};{Luis Santos};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
create package;2019-12-19 15:56:38;{991216,991182,991220,991226,991190};{884955,884801,884972,884971,884996,884839,884974};{660795};{Mahsa Bafrani};{Kindle,Fire Stick 4K,Fire Stick,iPhone X,Echo Studio,Echo Show 5,iPad Air};1674.95;3.935;Fullfillment;yes;no;no;no
pay order;2019-12-19 16:12:04;{991090};{884431,884432,884433,884434,884435,884436,884437};{};{Christine Dobbert};{iPad mini,Echo,Echo,Fire Stick,Echo Show 5,iPhone X,iPad Pro};2581.96;3.575;Finance;yes;no;no;no
pick item;2019-12-19 16:14:58;{991229};{885007};{};{Seran Uysal};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-12-19 16:23:05;{991239};{885044};{};{Gyunam Park};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
place order;2019-12-19 16:25:08;{991241};{885049,885050};{};{Wil van der Aalst};{Echo Show 8,Echo Studio};334.98;2.46;Finance;yes;no;no;no
pick item;2019-12-19 16:28:05;{991232};{885020};{};{Gyunam Park};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-12-19 16:30:27;{991189};{884834};{};{Majid Rafiei};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
item out of stock;2019-12-19 16:49:15;{991240};{885048};{};{Luis Santos};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
send package;2019-12-19 16:57:40;{991200,991217,991204};{884886,884958,884905,884959,884960,884883};{660793};{Junxiong Gao};{Kindle Paperwhite,iPhone 11 Pro,Kindle Paperwhite,Echo Plus,Echo Show 8,MacBook Pro};4186.98;4.808;Fullfillment;yes;no;no;no
send package;2019-12-19 17:08:14;{991163,991223,991184};{884715,884984,884811};{660789};{Lisa Mannel};{MacBook Pro,Kindle,Fire Stick 4K};2669.98;2.133;Fullfillment;yes;no;no;no
pick item;2019-12-19 17:08:56;{991210};{884922};{};{Wil van der Aalst};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-12-19 17:10:28;{991146};{884643,884644,884645,884646,884647,884648};{};{Tobias Brockhoff};{iPad Pro,Echo Show 8,iPad mini,iPad mini,iPad mini,iPhone 8};3109.99;2.513;Finance;yes;no;no;no
pay order;2019-12-19 17:13:00;{990918};{883740,883741,883742,883743,883744};{};{Mahnaz Qafari};{Echo Plus,iPad Pro,MacBook Pro,iPhone 8,iPad};4777.99;3.826;Finance;yes;no;no;no
send package;2019-12-19 17:21:44;{991221,991236};{884975,884979,885031,885034,884976};{660792};{Kefang Ding};{Echo Show 5,iPad,Echo Show 5,Echo Dot,Fire Stick 4K};794.96;2.903;Fullfillment;yes;no;no;no
pick item;2019-12-19 17:41:54;{991237};{885038};{};{Christine Dobbert};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-12-19 17:55:16;{991239};{885043};{};{Gyunam Park};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
place order;2019-12-19 18:10:02;{991242};{885051,885052,885053};{};{Kefang Ding};{Kindle Paperwhite,Echo Show 8,Echo Studio};463.98;2.955;Finance;yes;no;no;no
pick item;2019-12-19 18:20:33;{991225};{884994};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
create package;2019-12-19 18:20:33;{991218};{884964,884961,884963,884962};{660796};{Christina Rensinghof};{MacBook Air,Echo Show 8,Echo Studio,Echo Dot};2559.97;4.09;Fullfillment;yes;no;no;no
item out of stock;2019-12-19 19:43:58;{991241};{885049};{};{Wil van der Aalst};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2019-12-19 19:47:56;{991193};{884855};{};{Tobias Brockhoff};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
place order;2019-12-19 20:09:37;{991243};{885054,885055};{};{Kefang Ding};{Fire Stick,iPad mini};493.99;0.48;Finance;yes;no;no;no
pick item;2019-12-19 21:34:59;{991230};{885014};{};{Marco Pegoraro};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
place order;2019-12-19 22:58:45;{991244};{885056,885057,885058,885059,885060};{};{Marco Pegoraro};{MacBook Pro,Kindle,iPhone 11 Pro,iPad,Echo Studio};4428.98;4.004;Finance;yes;no;no;no
pick item;2019-12-20 09:38:36;{991207};{884915};{};{Marco Pegoraro};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pay order;2019-12-20 09:38:43;{991236};{885030,885031,885032,885033,885034};{};{Kefang Ding};{iPad Pro,Echo Show 5,Echo Show 8,Echo Plus,Echo Dot};1503.96;4.003;Finance;yes;no;no;no
confirm order;2019-12-20 09:41:09;{991243};{885054,885055};{};{Kefang Ding};{Fire Stick,iPad mini};493.99;0.48;Finance;yes;no;no;no
send package;2019-12-20 09:47:39;{991218};{884964,884961,884963,884962};{660796};{Christina Rensinghof};{MacBook Air,Echo Show 8,Echo Studio,Echo Dot};2559.97;4.09;Fullfillment;yes;no;no;no
place order;2019-12-20 09:49:01;{991245};{885061,885062};{};{Wil van der Aalst};{Echo,MacBook Pro};2604.99;2.15;Finance;yes;no;no;no
pick item;2019-12-20 09:53:35;{991241};{885050};{};{Wil van der Aalst};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
send package;2019-12-20 10:05:10;{991205,991109,991228};{884908,884910,884510,885002,884909};{660791};{Gyunam Park};{Fire Stick 4K,Kindle Paperwhite,iPhone 11 Pro,Fire Stick 4K,Fire Stick};1497.97;1.443;Fullfillment;yes;no;no;no
pay order;2019-12-20 10:16:38;{991214};{884948,884949,884950};{};{Wil van der Aalst};{iPad Pro,Echo,Echo Dot};1233.98;1.643;Finance;yes;no;no;no
pay order;2019-12-20 10:17:24;{991231};{885015,885016,885017,885018,885019};{};{Seran Uysal};{iPad mini,Echo Show 8,iPad mini,Echo Dot,Echo Show 8};1192.97;2.9;Finance;yes;no;no;no
pick item;2019-12-20 10:18:52;{991237};{885039};{};{Christine Dobbert};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
