activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
payment reminder;2019-12-29 18:14:10;{991062};{884281,884282,884283};{};{Christina Rensinghof};{Echo Studio,Echo,iPad Air};780.98;2.7;Finance;yes;no;no;no
place order;2019-12-29 22:30:10;{991293};{885240,885241,885242};{};{Majid Rafiei};{Fire Stick,Echo Dot,MacBook Pro};2574.98;1.95;Finance;yes;no;no;no
item out of stock;2019-12-30 08:25:45;{991281};{885183};{};{Gyunam Park};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pay order;2019-12-30 08:29:59;{991287};{885212,885213,885214,885215,885216,885217};{};{Mahsa Bafrani};{iPad Air,Echo,Fire Stick,iPhone X,Kindle Paperwhite,Echo Show 8};1578.97;3.067;Finance;yes;no;no;no
package delivered;2019-12-30 08:40:50;{991256,991263};{885088,885086,885116,885117,885089,885115,885114,885113,885087};{660839};{Mahnaz Qafari};{iPad Air,iPhone X,Echo Dot,iPad Air,Echo Show 8,Echo Plus,iPhone 11 Pro,MacBook Air,MacBook Pro};7809.97;6.5;Delivery;yes;no;no;no
pick item;2019-12-30 08:49:35;{991288};{885220};{};{Claudia Graf};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
create package;2019-12-30 08:49:35;{991269,991270,991258,991262,991285,991253};{885141,885144,885147,885149,885095,885143,885146,885112,885206,885075,885205,885142};{660844};{Kefang Ding};{Kindle Paperwhite,iPhone 11,Kindle Paperwhite,iPhone X,Kindle Paperwhite,iPhone 8,iPad Air,iPad Pro,Fire Stick 4K,Echo Dot,iPhone 11 Pro,iPhone 8};5786.98;4.014;Fullfillment;yes;no;no;no
item out of stock;2019-12-30 09:07:20;{991291};{885232};{};{Christine Dobbert};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-12-30 09:09:01;{991289};{885224};{};{Majid Rafiei};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-12-30 09:25:02;{991270};{885150};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-12-30 09:25:48;{991241};{885031};{};{Majid Rafiei};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
place order;2019-12-30 09:29:30;{991294};{885243,885244,885245,885246,885247};{};{Claudia Graf};{iPhone 11,iPad Air,Echo Studio,iPhone 11,Fire Stick};2318.98;2.452;Finance;yes;no;no;no
pick item;2019-12-30 09:35:50;{991289};{885226};{};{Majid Rafiei};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2019-12-30 09:36:15;{991241};{885030};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-30 09:46:43;{991286};{885209};{};{Junxiong Gao};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
confirm order;2019-12-30 09:49:57;{991290};{885227,885228,885229,885230,885231};{};{Mohammadreza Fani Sani};{Kindle Paperwhite,MacBook Air,Echo Dot,Echo Plus,iPad Air};2989.98;3.845;Finance;yes;no;no;no
pick item;2019-12-30 09:52:37;{991261};{885107};{};{Mohammadreza Fani Sani};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2019-12-30 09:53:57;{991169,991265,991206,991260,991232,991271};{884751,885126,885123,884896,885100,884996,885102,885152,885154,885155,885125,885101};{660841};{Seran Uysal};{iPhone 11 Pro,Echo,iPad Pro,iPad,Kindle Paperwhite,Kindle Paperwhite,Kindle Paperwhite,Echo Show 5,Echo Show 8,iPhone 11 Pro,Echo,Echo Show 8};4828.95;7.227;Delivery;yes;no;no;no
pay order;2019-12-30 10:05:06;{991080};{884361,884362,884363,884364,884365};{};{Anahita Farhang Ghahfarokhi};{Echo Show 8,iPad Air,iPad,iPhone 8,Fire Stick};1674.98;2.313;Finance;yes;no;no;no
pay order;2019-12-30 10:19:15;{991273};{885159};{};{Majid Rafiei};{iPhone 8};534.0;0.21;Finance;yes;no;no;no
pick item;2019-12-30 10:22:50;{991291};{885233};{};{Christine Dobbert};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
payment reminder;2019-12-30 10:31:31;{991179};{884792};{};{Mahsa Bafrani};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
pick item;2019-12-30 10:38:46;{991289};{885225};{};{Majid Rafiei};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pay order;2019-12-30 10:43:56;{991267};{885133,885134};{};{Mohammadreza Fani Sani};{Echo Dot,iPhone 11};833.99;0.546;Finance;yes;no;no;no
package delivered;2019-12-30 11:03:15;{991250};{885066,885063,885064,885062};{660831};{Marco Pegoraro};{Echo,Echo,iPad mini,Echo Plus};798.97;3.12;Delivery;yes;no;no;no
reorder item;2019-12-30 11:05:40;{991281};{885184};{};{Gyunam Park};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-12-30 11:17:22;{991285};{885204};{};{Kefang Ding};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
place order;2019-12-30 11:18:46;{991295};{885248};{};{Mahnaz Qafari};{Kindle};84.99;0.483;Finance;yes;no;no;no
payment reminder;2019-12-30 11:19:37;{991183};{884810,884811,884812,884813};{};{Christine Dobbert};{Echo Show 5,Fire Stick,Echo Studio,iPad};829.97;3.043;Finance;yes;no;no;no
pick item;2019-12-30 11:21:02;{991295};{885248};{};{Mahnaz Qafari};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
confirm order;2019-12-30 11:24:41;{991293};{885240,885241,885242};{};{Majid Rafiei};{Fire Stick,Echo Dot,MacBook Pro};2574.98;1.95;Finance;yes;no;no;no
pick item;2019-12-30 11:36:41;{991290};{885228};{};{Mohammadreza Fani Sani};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
create package;2019-12-30 11:36:41;{991272,991287};{885158,885216,885157};{660845};{Mahsa Bafrani};{MacBook Pro,Kindle Paperwhite,iPad Pro};3728.0;2.348;Fullfillment;yes;no;no;no
pick item;2019-12-30 11:40:41;{991268};{885137};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-12-30 11:44:04;{991269};{885140};{};{Kefang Ding};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-12-30 11:55:56;{991268};{885135};{};{Christina Rensinghof};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-12-30 11:55:56;{991153,991255};{884684,885084};{660846};{Wil van der Aalst};{Fire Stick 4K,iPad Pro};1188.99;0.763;Fullfillment;yes;no;no;no
pick item;2019-12-30 12:01:35;{991277};{885171};{};{Gyunam Park};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-30 12:01:36;{991288};{885221};{};{Claudia Graf};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
create package;2019-12-30 12:01:36;{991274,991234};{885162,885007,885160};{660847};{Anahita Farhang Ghahfarokhi};{Echo Dot,Echo Plus,Echo Studio};379.97;3.14;Fullfillment;yes;no;no;no
pick item;2019-12-30 12:29:23;{991235};{885011};{};{Christina Rensinghof};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
confirm order;2019-12-30 12:42:23;{991286};{885207,885208,885209,885210,885211};{};{Junxiong Gao};{iPhone 11 Pro,iPhone 11,MacBook Pro,Echo,MacBook Air};6752.99;3.754;Finance;yes;no;no;no
place order;2019-12-30 12:57:17;{991296};{885249,885250,885251};{};{Majid Rafiei};{MacBook Air,iPad,iPhone 11};3499.0;1.899;Finance;yes;no;no;no
pick item;2019-12-30 13:21:19;{991288};{885219};{};{Claudia Graf};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-30 13:40:22;{991141};{884641};{};{Christina Rensinghof};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-12-30 13:40:22;{991267,991095,991261,991290};{885134,884433,885107,885228,885109};{660848};{Mohammadreza Fani Sani};{iPhone 11,Fire Stick,Echo Studio,MacBook Air,iPad mini};3687.98;3.376;Fullfillment;yes;no;no;no
send package;2019-12-30 14:09:24;{991269,991270,991258,991262,991285,991253};{885141,885144,885147,885149,885095,885143,885146,885112,885206,885075,885205,885142};{660844};{Kefang Ding};{Kindle Paperwhite,iPhone 11,Kindle Paperwhite,iPhone X,Kindle Paperwhite,iPhone 8,iPad Air,iPad Pro,Fire Stick 4K,Echo Dot,iPhone 11 Pro,iPhone 8};5786.98;4.014;Fullfillment;yes;no;no;no
pick item;2019-12-30 14:16:36;{991291};{885236};{};{Christine Dobbert};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-12-30 14:37:36;{991260};{885100,885101,885102,885103};{};{Seran Uysal};{Kindle Paperwhite,Echo Show 8,Kindle Paperwhite,Echo};492.98;2.75;Finance;yes;no;no;no
item out of stock;2019-12-30 14:40:31;{991294};{885244};{};{Claudia Graf};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
send package;2019-12-30 14:41:33;{991168,991240};{884737,885026};{660843};{Christine Dobbert};{Echo Studio,Echo Plus};349.98;2.76;Fullfillment;yes;no;no;no
pick item;2019-12-30 14:42:08;{991249};{885058};{};{Wil van der Aalst};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2019-12-30 14:48:57;{991270};{885148};{};{Kefang Ding};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
reorder item;2019-12-30 14:50:42;{991252};{885072};{};{Luis Santos};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-12-30 15:00:00;{991275,991286};{885164,885207,885211,885208,885209,885163};{660849};{Junxiong Gao};{Kindle,iPhone 11 Pro,MacBook Air,iPhone 11,MacBook Pro,MacBook Pro};9227.99;4.827;Fullfillment;yes;no;no;no
place order;2019-12-30 15:14:20;{991297};{885252,885253};{};{Mahnaz Qafari};{iPad,Kindle};579.99;0.966;Finance;yes;no;no;no
payment reminder;2019-12-30 15:25:32;{991182};{884805,884806,884807,884808,884809};{};{Majid Rafiei};{iPhone 8,iPad mini,Kindle Paperwhite,Echo Plus,iPhone 11 Pro};2410.99;2.453;Finance;yes;no;no;no
confirm order;2019-12-30 15:41:10;{991285};{885203,885204,885205,885206};{};{Kefang Ding};{Kindle,Fire Stick,iPhone 11 Pro,Fire Stick 4K};1363.97;1.151;Finance;yes;no;no;no
pick item;2019-12-30 15:47:49;{991287};{885217};{};{Mahsa Bafrani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2019-12-30 15:49:12;{991271};{885153};{};{Seran Uysal};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
item out of stock;2019-12-30 15:53:31;{991277};{885170};{};{Gyunam Park};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-30 16:01:08;{991195};{884854};{};{Tobias Brockhoff};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2019-12-30 16:05:07;{991243};{885039};{};{Christina Rensinghof};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-12-30 16:05:15;{991287};{885215};{};{Mahsa Bafrani};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
package delivered;2019-12-30 16:10:04;{991168,991240};{884737,885026};{660843};{Christine Dobbert};{Echo Studio,Echo Plus};349.98;2.76;Delivery;yes;no;no;no
reorder item;2019-12-30 16:13:19;{991294};{885244};{};{Claudia Graf};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
item out of stock;2019-12-30 16:17:36;{991288};{885218};{};{Claudia Graf};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
item out of stock;2019-12-30 16:24:21;{991290};{885227};{};{Mohammadreza Fani Sani};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
item out of stock;2019-12-30 16:39:06;{991283};{885193};{};{Claudia Graf};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
place order;2019-12-30 16:48:26;{991298};{885254};{};{Majid Rafiei};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
confirm order;2019-12-30 16:55:06;{991282};{885186,885187,885188};{};{Mahnaz Qafari};{Kindle,Fire Stick 4K,iPhone X};873.98;0.935;Finance;yes;no;no;no
package delivered;2019-12-30 16:55:38;{991269,991270,991258,991262,991285,991253};{885141,885144,885147,885149,885095,885143,885146,885112,885206,885075,885205,885142};{660844};{Kefang Ding};{Kindle Paperwhite,iPhone 11,Kindle Paperwhite,iPhone X,Kindle Paperwhite,iPhone 8,iPad Air,iPad Pro,Fire Stick 4K,Echo Dot,iPhone 11 Pro,iPhone 8};5786.98;4.014;Delivery;yes;no;no;no
confirm order;2019-12-30 17:07:58;{991296};{885249,885250,885251};{};{Majid Rafiei};{MacBook Air,iPad,iPhone 11};3499.0;1.899;Finance;yes;no;no;no
pay order;2019-12-30 17:22:36;{991278};{885172,885173,885174};{};{Gyunam Park};{iPad,Echo Studio,Echo Show 5};789.98;2.843;Finance;yes;no;no;no
pick item;2019-12-30 17:36:13;{991293};{885241};{};{Majid Rafiei};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-12-30 17:45:37;{991284};{885200};{};{Claudia Graf};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
package delivered;2019-12-30 17:53:05;{991245,991264,991225,991266,991237,991279};{885044,885120,884968,885128,885132,885129,885130,885121,885019,885175,885177,884966};{660840};{Tobias Brockhoff};{Echo Show 8,Kindle Paperwhite,Echo Plus,Kindle Paperwhite,iPhone 11 Pro,iPad mini,iPad,Echo Plus,iPad Pro,Echo Studio,Echo Plus,MacBook Pro};6729.95;10.094;Delivery;yes;no;no;no
pick item;2019-12-30 18:01:01;{991278};{885173};{};{Gyunam Park};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
send package;2019-12-30 18:49:49;{991272,991287};{885158,885216,885157};{660845};{Mahsa Bafrani};{MacBook Pro,Kindle Paperwhite,iPad Pro};3728.0;2.348;Fullfillment;yes;no;no;no
place order;2019-12-30 18:56:37;{991299};{885255,885256,885257,885258};{};{Christina Rensinghof};{Fire Stick 4K,iPhone 11 Pro,Echo,iPad Pro};2442.98;1.731;Finance;yes;no;no;no
send package;2019-12-30 18:57:59;{991267,991095,991261,991290};{885134,884433,885107,885228,885109};{660848};{Mohammadreza Fani Sani};{iPhone 11,Fire Stick,Echo Studio,MacBook Air,iPad mini};3687.98;3.376;Fullfillment;yes;no;no;no
confirm order;2019-12-30 19:03:45;{991295};{885248};{};{Mahnaz Qafari};{Kindle};84.99;0.483;Finance;yes;no;no;no
pick item;2019-12-30 19:06:02;{991287};{885213};{};{Mahsa Bafrani};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
send package;2019-12-30 19:22:43;{991153,991255};{884684,885084};{660846};{Wil van der Aalst};{Fire Stick 4K,iPad Pro};1188.99;0.763;Fullfillment;yes;no;no;no
place order;2019-12-30 22:29:22;{991300};{885259,885260};{};{Anahita Farhang Ghahfarokhi};{iPad Pro,Fire Stick 4K};1193.99;0.763;Finance;yes;no;no;no
send package;2019-12-31 08:15:06;{991274,991234};{885162,885007,885160};{660847};{Anahita Farhang Ghahfarokhi};{Echo Dot,Echo Plus,Echo Studio};379.97;3.14;Fullfillment;yes;no;no;no
confirm order;2019-12-31 08:45:45;{991300};{885259,885260};{};{Anahita Farhang Ghahfarokhi};{iPad Pro,Fire Stick 4K};1193.99;0.763;Finance;yes;no;no;no
send package;2019-12-31 08:49:45;{991178,991252};{884791,885073};{660842};{Luis Santos};{iPad Pro,Fire Stick};1138.99;0.683;Fullfillment;yes;no;no;no
place order;2019-12-31 08:50:16;{991301};{885261,885262,885263,885264,885265,885266,885267};{};{Luis Santos};{Kindle,MacBook Pro,Echo Show 8,Fire Stick,iPhone 11 Pro,iPad,Echo};4498.96;4.484;Finance;yes;no;no;no
pick item;2019-12-31 09:22:01;{991290};{885231};{};{Mohammadreza Fani Sani};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
create package;2019-12-31 09:22:01;{991257,991259};{885090,885096,885091};{660850};{Lisa Mannel};{iPhone X,iPad mini,Echo Studio};1347.99;1.932;Fullfillment;yes;no;no;no
pay order;2019-12-31 09:33:07;{991175};{884779,884780,884781,884782};{};{Wil van der Aalst};{iPhone 8,MacBook Air,iPad Pro,iPhone X};4532.0;2.115;Finance;yes;no;no;no
pick item;2019-12-31 09:50:22;{991289};{885222};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-12-31 10:03:21;{991277};{885170};{};{Gyunam Park};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
send package;2019-12-31 10:07:31;{991275,991286};{885164,885207,885211,885208,885209,885163};{660849};{Junxiong Gao};{Kindle,iPhone 11 Pro,MacBook Air,iPhone 11,MacBook Pro,MacBook Pro};9227.99;4.827;Fullfillment;yes;no;no;no
confirm order;2019-12-31 10:10:28;{991299};{885255,885256,885257,885258};{};{Christina Rensinghof};{Fire Stick 4K,iPhone 11 Pro,Echo,iPad Pro};2442.98;1.731;Finance;yes;no;no;no
pick item;2019-12-31 10:10:39;{991221};{884949};{};{Gyunam Park};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
confirm order;2019-12-31 10:17:39;{991289};{885222,885223,885224,885225,885226};{};{Majid Rafiei};{iPad,Kindle,Fire Stick,iPad mini,iPad Air};1544.98;1.886;Finance;yes;no;no;no
pick item;2019-12-31 10:22:42;{991249};{885057};{};{Wil van der Aalst};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
create package;2019-12-31 10:22:42;{991268,991235,991141,991243};{885137,885135,885011,884641,885037};{660851};{Christina Rensinghof};{MacBook Pro,Kindle Paperwhite,iPad mini,Kindle Paperwhite,Echo Studio};3406.99;4.12;Fullfillment;yes;no;no;no
send package;2019-12-31 10:25:42;{991257,991259};{885090,885096,885091};{660850};{Lisa Mannel};{iPhone X,iPad mini,Echo Studio};1347.99;1.932;Fullfillment;yes;no;no;no
send package;2019-12-31 10:32:14;{991268,991235,991141,991243};{885137,885135,885011,884641,885037};{660851};{Christina Rensinghof};{MacBook Pro,Kindle Paperwhite,iPad mini,Kindle Paperwhite,Echo Studio};3406.99;4.12;Fullfillment;yes;no;no;no
pick item;2019-12-31 10:34:41;{991297};{885252};{};{Mahnaz Qafari};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-12-31 10:39:52;{991286};{885210};{};{Junxiong Gao};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
payment reminder;2019-12-31 10:41:25;{991185};{884815,884816,884817,884818,884819,884820};{};{Mahnaz Qafari};{iPhone 11 Pro,Fire Stick 4K,iPad,Fire Stick 4K,iPhone 8,Echo};2457.97;2.221;Finance;yes;no;no;no
pick item;2019-12-31 10:54:15;{991273};{885159};{};{Majid Rafiei};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
confirm order;2019-12-31 11:01:27;{991298};{885254};{};{Majid Rafiei};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
confirm order;2019-12-31 11:02:59;{991294};{885243,885244,885245,885246,885247};{};{Claudia Graf};{iPhone 11,iPad Air,Echo Studio,iPhone 11,Fire Stick};2318.98;2.452;Finance;yes;no;no;no
place order;2019-12-31 11:05:09;{991302};{885268,885269,885270,885271,885272};{};{Luis Santos};{MacBook Pro,MacBook Pro,Echo Studio,iPhone X,iPad};6398.99;4.875;Finance;yes;no;no;no
package delivered;2019-12-31 11:06:57;{991178,991252};{884791,885073};{660842};{Luis Santos};{iPad Pro,Fire Stick};1138.99;0.683;Delivery;yes;no;no;no
item out of stock;2019-12-31 11:34:39;{991283};{885189};{};{Claudia Graf};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
package delivered;2019-12-31 11:46:22;{991274,991234};{885162,885007,885160};{660847};{Anahita Farhang Ghahfarokhi};{Echo Dot,Echo Plus,Echo Studio};379.97;3.14;Delivery;yes;no;no;no
item out of stock;2019-12-31 12:00:35;{991285};{885203};{};{Kefang Ding};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-12-31 12:03:17;{991215};{884925};{};{Mahsa Bafrani};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pay order;2019-12-31 12:03:29;{991212};{884915,884916};{};{Christina Rensinghof};{iPad mini,Echo Dot};483.99;0.66;Finance;yes;no;no;no
pick item;2019-12-31 12:06:31;{991270};{885145};{};{Kefang Ding};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
confirm order;2019-12-31 12:12:16;{991292};{885237,885238,885239};{};{Anahita Farhang Ghahfarokhi};{iPad,Fire Stick,iPad Air};1015.99;1.123;Finance;yes;no;no;no
pick item;2019-12-31 12:27:43;{991299};{885257};{};{Christina Rensinghof};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2019-12-31 12:27:43;{991281,991278,991277,991221};{885182,885174,885185,885171,885173,884949,885172};{660852};{Gyunam Park};{Kindle Paperwhite,Echo Show 5,iPhone X,Kindle,Echo Studio,iPhone X,iPad};2391.97;4.165;Fullfillment;yes;no;no;no
place order;2019-12-31 12:30:04;{991303};{885273,885274};{};{Kefang Ding};{Fire Stick,iPad mini};493.99;0.48;Finance;yes;no;no;no
package delivered;2019-12-31 12:31:22;{991272,991287};{885158,885216,885157};{660845};{Mahsa Bafrani};{MacBook Pro,Kindle Paperwhite,iPad Pro};3728.0;2.348;Delivery;yes;no;no;no
confirm order;2019-12-31 12:36:48;{991303};{885273,885274};{};{Kefang Ding};{Fire Stick,iPad mini};493.99;0.48;Finance;yes;no;no;no
item out of stock;2019-12-31 13:16:00;{991290};{885230};{};{Mohammadreza Fani Sani};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-12-31 13:43:20;{991265};{885124};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
payment reminder;2019-12-31 14:01:11;{991075};{884338,884339,884340,884341,884342};{};{Mahsa Bafrani};{Echo Plus,Echo Show 5,Echo Show 8,Echo Studio,iPad};1069.96;5.103;Finance;yes;no;no;no
pay order;2019-12-31 14:10:07;{991271};{885152,885153,885154,885155};{};{Seran Uysal};{Echo Show 5,Fire Stick 4K,Echo Show 8,iPhone 11 Pro};1463.97;2.328;Finance;yes;no;no;no
place order;2019-12-31 14:19:53;{991304};{885275,885276,885277};{};{Christine Dobbert};{Echo Show 5,iPhone 11 Pro,Echo Dot};1273.98;1.448;Finance;yes;no;no;no
confirm order;2019-12-31 14:30:42;{991304};{885275,885276,885277};{};{Christine Dobbert};{Echo Show 5,iPhone 11 Pro,Echo Dot};1273.98;1.448;Finance;yes;no;no;no
pick item;2019-12-31 14:55:45;{991276};{885167};{};{Junxiong Gao};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
failed delivery;2019-12-31 14:59:15;{991267,991095,991261,991290};{885134,884433,885107,885228,885109};{660848};{Mohammadreza Fani Sani};{iPhone 11,Fire Stick,Echo Studio,MacBook Air,iPad mini};3687.98;3.376;Delivery;yes;no;no;no
pick item;2019-12-31 15:06:46;{991281};{885184};{};{Gyunam Park};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-12-31 15:08:06;{991300};{885259};{};{Anahita Farhang Ghahfarokhi};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-12-31 15:22:09;{991283};{885193};{};{Claudia Graf};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-12-31 15:38:22;{991301};{885267};{};{Luis Santos};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-12-31 15:47:16;{991299};{885258};{};{Christina Rensinghof};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-12-31 15:50:53;{991255};{885082,885083,885084,885085};{};{Wil van der Aalst};{Kindle,iPad Pro,iPad Pro,Kindle};2362.98;1.932;Finance;yes;no;no;no
place order;2019-12-31 15:59:32;{991305};{885278,885279,885280,885281,885282,885283,885284,885285,885286};{};{Gyunam Park};{Echo Studio,iPad Pro,iPad mini,Echo Dot,Echo Show 8,MacBook Pro,Echo Studio,iPhone 8,Fire Stick 4K};5231.95;6.943;Finance;yes;no;no;no
reorder item;2019-12-31 16:00:50;{991285};{885203};{};{Kefang Ding};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
package delivered;2019-12-31 16:02:06;{991267,991095,991261,991290};{885134,884433,885107,885228,885109};{660848};{Mohammadreza Fani Sani};{iPhone 11,Fire Stick,Echo Studio,MacBook Air,iPad mini};3687.98;3.376;Delivery;yes;no;no;no
reorder item;2019-12-31 16:03:47;{991290};{885230};{};{Mohammadreza Fani Sani};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-12-31 16:07:02;{991261};{885108};{};{Mohammadreza Fani Sani};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
create package;2019-12-31 16:07:02;{991263,991295,991297,991282};{885118,885248,885252,885187};{660853};{Mahnaz Qafari};{Fire Stick 4K,Kindle,iPad,Fire Stick 4K};754.97;1.526;Fullfillment;yes;no;no;no
item out of stock;2019-12-31 16:13:06;{991293};{885240};{};{Majid Rafiei};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-12-31 16:19:33;{991297};{885253};{};{Mahnaz Qafari};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
package delivered;2019-12-31 16:33:21;{991275,991286};{885164,885207,885211,885208,885209,885163};{660849};{Junxiong Gao};{Kindle,iPhone 11 Pro,MacBook Air,iPhone 11,MacBook Pro,MacBook Pro};9227.99;4.827;Delivery;yes;no;no;no
send package;2019-12-31 16:36:58;{991281,991278,991277,991221};{885182,885174,885185,885171,885173,884949,885172};{660852};{Gyunam Park};{Kindle Paperwhite,Echo Show 5,iPhone X,Kindle,Echo Studio,iPhone X,iPad};2391.97;4.165;Fullfillment;yes;no;no;no
pick item;2019-12-31 16:42:46;{991301};{885263};{};{Luis Santos};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-12-31 17:02:57;{991305};{885282};{};{Gyunam Park};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
package delivered;2019-12-31 17:15:40;{991153,991255};{884684,885084};{660846};{Wil van der Aalst};{Fire Stick 4K,iPad Pro};1188.99;0.763;Delivery;yes;no;no;no
item out of stock;2019-12-31 17:18:13;{991292};{885238};{};{Anahita Farhang Ghahfarokhi};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-12-31 17:26:09;{991305};{885285};{};{Gyunam Park};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
create package;2019-12-31 17:26:09;{991280,991289,991241,991293,991273};{885180,885179,885224,885031,885226,885030,885225,885241,885222,885159,885178};{660854};{Majid Rafiei};{MacBook Air,Echo,Fire Stick,MacBook Air,iPad Air,iPad,iPad mini,Echo Dot,iPad,iPhone 8,Echo Show 8};7143.96;6.736;Fullfillment;yes;no;no;no
item out of stock;2019-12-31 17:27:17;{991299};{885256};{};{Christina Rensinghof};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-12-31 17:28:57;{991258};{885094};{};{Kefang Ding};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
payment reminder;2019-12-31 18:11:43;{991193};{884845,884846,884847};{};{Tobias Brockhoff};{Echo,iPhone X,Echo Show 8};933.98;1.932;Finance;yes;no;no;no
