activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
item out of stock;2019-11-22 11:39:43;{991068};{884233};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-11-22 11:42:54;{991017};{884025};{};{Mahnaz Qafari};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
place order;2019-11-22 11:51:37;{991084};{884307,884308,884309,884310};{};{Majid Rafiei};{iPad Pro,Fire Stick,iPhone 11 Pro,Echo Show 8};2422.98;1.851;Finance;yes;no;no;no
confirm order;2019-11-22 11:55:36;{991084};{884307,884308,884309,884310};{};{Majid Rafiei};{iPad Pro,Fire Stick,iPhone 11 Pro,Echo Show 8};2422.98;1.851;Finance;yes;no;no;no
pay order;2019-11-22 11:57:07;{990965};{883815,883816};{};{Mahnaz Qafari};{Echo Show 8,iPhone X};833.99;1.152;Finance;yes;no;no;no
reorder item;2019-11-22 12:11:55;{991076};{884275};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2019-11-22 12:17:24;{991059,991063};{884196,884197,884198,884215,884214,884195};{660660};{Mahnaz Qafari};{Fire Stick,iPhone 11 Pro,Echo Plus,Echo Plus,MacBook Air,Echo};3788.96;4.978;Delivery;yes;no;no;no
send package;2019-11-22 12:18:23;{991045,991055,991057};{884138,884183,884191,884189,884184,884139,884190,884135};{660659};{Majid Rafiei};{Echo Studio,iPad mini,Echo Plus,iPad,Kindle Paperwhite,iPad Pro,Kindle Paperwhite,iPhone X};3349.98;5.168;Fullfillment;yes;no;no;no
pay order;2019-11-22 12:20:20;{991057};{884188,884189,884190,884191,884192};{};{Majid Rafiei};{Echo Show 8,iPad,Kindle Paperwhite,Echo Plus,Echo};1008.97;4.018;Finance;yes;no;no;no
confirm order;2019-11-22 12:27:49;{991083};{884305,884306};{};{Wil van der Aalst};{Echo,iPhone 11 Pro};1253.99;0.968;Finance;yes;no;no;no
pick item;2019-11-22 12:36:32;{991071};{884254};{};{Lisa Mannel};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
confirm order;2019-11-22 12:44:08;{991081};{884297,884298,884299,884300,884301,884302};{};{Christine Dobbert};{iPad mini,iPad,Echo Show 5,Fire Stick 4K,Kindle,iPad};1703.97;2.889;Finance;yes;no;no;no
reorder item;2019-11-22 12:50:06;{991049};{884162};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-11-22 13:17:15;{991068};{884232};{};{Marco Pegoraro};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
reorder item;2019-11-22 13:19:55;{991080};{884289};{};{Gyunam Park};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-11-22 13:29:12;{991066};{884224};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
reorder item;2019-11-22 13:41:46;{991071};{884246};{};{Lisa Mannel};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
package delivered;2019-11-22 13:44:12;{991047,991021,991009,991051,991046,990895};{884153,884042,884039,883991,884156,884167,884154,884151,884041,884143,884166,884155,884146,884152,884147,883506};{660653};{Mohammadreza Fani Sani};{iPhone 11 Pro,iPhone 8,Echo Dot,Fire Stick 4K,Echo Studio,iPhone 11 Pro,MacBook Pro,Fire Stick,MacBook Pro,iPhone 11 Pro,iPhone X,Fire Stick 4K,iPhone 8,iPhone 8,Echo Show 5,iPhone 8};11801.94;7.816;Delivery;yes;no;no;no
reorder item;2019-11-22 13:48:07;{991074};{884262};{};{Mahsa Bafrani};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2019-11-22 13:54:14;{991068};{884235};{};{Marco Pegoraro};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
place order;2019-11-22 14:03:00;{991085};{884311,884312,884313};{};{Junxiong Gao};{Echo Studio,iPhone 8,iPad Pro};1832.99;2.173;Finance;yes;no;no;no
pick item;2019-11-22 14:08:33;{991079};{884284};{};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2019-11-22 14:28:36;{991068};{884233};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2019-11-22 14:35:52;{991068};{884231,884232,884233,884234,884235};{};{Marco Pegoraro};{iPad mini,iPad mini,Echo Dot,iPhone 11 Pro,iPad Pro};3180.99;1.611;Finance;yes;no;no;no
pay order;2019-11-22 14:43:02;{991044};{884131,884132,884133};{};{Lisa Mannel};{Echo Plus,Fire Stick 4K,MacBook Air};2444.98;2.81;Finance;yes;no;no;no
confirm order;2019-11-22 14:48:38;{991085};{884311,884312,884313};{};{Junxiong Gao};{Echo Studio,iPhone 8,iPad Pro};1832.99;2.173;Finance;yes;no;no;no
item out of stock;2019-11-22 14:49:45;{991081};{884298};{};{Christine Dobbert};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-11-22 14:54:33;{991058};{884193};{};{Wil van der Aalst};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
package delivered;2019-11-22 15:11:32;{991060,991053,991065};{884204,884203,884173,884220,884206,884202,884221,884208,884205,884207};{660662};{Gyunam Park};{Echo,iPhone X,iPad,Echo Studio,Echo Plus,iPhone 11,Fire Stick,Kindle,Kindle,Echo};2742.93;6.307;Delivery;yes;no;no;no
send package;2019-11-22 15:14:40;{991070,991032,991071,990852};{884244,884082,884250,884251,884084,884252,884243,883347};{660665};{Lisa Mannel};{Echo Show 8,iPhone X,iPad mini,iPad,Kindle,Echo Show 8,iPhone 8,Kindle};2591.96;4.071;Fullfillment;yes;no;no;no
pick item;2019-11-22 15:24:20;{991071};{884247};{};{Lisa Mannel};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
place order;2019-11-22 15:25:46;{991086};{884314,884315};{};{Lisa Mannel};{iPad Air,MacBook Pro};2981.0;1.81;Finance;yes;no;no;no
package delivered;2019-11-22 15:37:50;{991070,991032,991071,990852};{884244,884082,884250,884251,884084,884252,884243,883347};{660665};{Lisa Mannel};{Echo Show 8,iPhone X,iPad mini,iPad,Kindle,Echo Show 8,iPhone 8,Kindle};2591.96;4.071;Delivery;yes;no;no;no
failed delivery;2019-11-22 15:53:44;{991045,991055,991057};{884138,884183,884191,884189,884184,884139,884190,884135};{660659};{Majid Rafiei};{Echo Studio,iPad mini,Echo Plus,iPad,Kindle Paperwhite,iPad Pro,Kindle Paperwhite,iPhone X};3349.98;5.168;Delivery;yes;no;no;no
pick item;2019-11-22 15:57:25;{991081};{884301};{};{Christine Dobbert};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2019-11-22 15:57:25;{991061,990918,991079,991040,991050};{884210,883606,884209,884285,884115,884284,884165};{660666};{Anahita Farhang Ghahfarokhi};{Echo Show 5,Echo Show 8,Echo Dot,Fire Stick,Fire Stick,iPhone 11 Pro,Kindle};1558.94;3.311;Fullfillment;yes;no;no;no
send package;2019-11-22 15:58:47;{990930,991058};{883668,884194};{660663};{Wil van der Aalst};{Fire Stick 4K,MacBook Air};2289.99;1.53;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:01:37;{991066};{884225};{};{Kefang Ding};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:04:03;{991047};{884149};{};{Mohammadreza Fani Sani};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:15:06;{991048};{884158};{};{Claudia Graf};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:22:57;{991072};{884255};{};{Junxiong Gao};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
confirm order;2019-11-22 16:23:12;{991056};{884185,884186,884187};{};{Christina Rensinghof};{iPhone 11 Pro,iPad,iPad mini};2098.0;0.951;Finance;yes;no;no;no
pick item;2019-11-22 16:28:32;{990989};{883913};{};{Mohammadreza Fani Sani};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:31:49;{991072};{884258};{};{Junxiong Gao};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
item out of stock;2019-11-22 16:36:40;{991069};{884241};{};{Luis Santos};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:41:44;{991070};{884245};{};{Lisa Mannel};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2019-11-22 16:41:44;{991067,991062,991075,991066};{884226,884212,884230,884228,884227,884269,884268,884223,884224,884225,884211};{660667};{Kefang Ding};{Echo Studio,MacBook Pro,iPhone 8,Kindle,Kindle Paperwhite,iPad mini,Echo Plus,Echo Studio,MacBook Pro,Echo Show 5,Echo Studio};7026.94;10.808;Fullfillment;yes;no;no;no
pick item;2019-11-22 16:43:21;{991058};{884193};{};{Wil van der Aalst};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
place order;2019-11-22 17:11:17;{991087};{884316,884317};{};{Luis Santos};{iPhone X,iPad Pro};1803.0;0.655;Finance;yes;no;no;no
package delivered;2019-11-22 17:12:41;{991028,991048,991064,991037,990982};{884075,884157,884219,884105,884218,883884};{660658};{Claudia Graf};{MacBook Air,iPhone X,MacBook Air,Echo Plus,iPhone 11 Pro,iPhone 11 Pro};7546.99;4.328;Delivery;yes;no;no;no
pick item;2019-11-22 17:18:05;{991086};{884314};{};{Lisa Mannel};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
item out of stock;2019-11-22 17:27:11;{991067};{884229};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
send package;2019-11-22 17:29:04;{991072,991042};{884256,884125};{660664};{Junxiong Gao};{iPad Air,MacBook Pro};2976.0;1.81;Fullfillment;yes;no;no;no
pick item;2019-11-22 17:36:01;{991087};{884316};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-11-22 17:42:38;{991080};{884296};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2019-11-22 17:48:18;{991086};{884314,884315};{};{Lisa Mannel};{iPad Air,MacBook Pro};2981.0;1.81;Finance;yes;no;no;no
pick item;2019-11-22 18:30:27;{991084};{884307};{};{Majid Rafiei};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
place order;2019-11-22 18:42:20;{991088};{884318,884319,884320,884321,884322};{};{Mohammadreza Fani Sani};{Fire Stick 4K,Echo Plus,iPad mini,Echo Show 8,iPad mini};1272.97;3.1;Finance;yes;no;no;no
confirm order;2019-11-22 18:47:08;{991088};{884318,884319,884320,884321,884322};{};{Mohammadreza Fani Sani};{Fire Stick 4K,Echo Plus,iPad mini,Echo Show 8,iPad mini};1272.97;3.1;Finance;yes;no;no;no
send package;2019-11-22 19:53:17;{991067,991062,991075,991066};{884226,884212,884230,884228,884227,884269,884268,884223,884224,884225,884211};{660667};{Kefang Ding};{Echo Studio,MacBook Pro,iPhone 8,Kindle,Kindle Paperwhite,iPad mini,Echo Plus,Echo Studio,MacBook Pro,Echo Show 5,Echo Studio};7026.94;10.808;Fullfillment;yes;no;no;no
pick item;2019-11-22 21:33:46;{991080};{884291};{};{Gyunam Park};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
place order;2019-11-22 21:46:31;{991089};{884323,884324,884325};{};{Mohammadreza Fani Sani};{Echo Show 8,iPhone 11 Pro,Fire Stick};1323.98;1.368;Finance;yes;no;no;no
pick item;2019-11-22 22:04:06;{991083};{884305};{};{Wil van der Aalst};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
place order;2019-11-23 14:38:42;{991090};{884326};{};{Mohammadreza Fani Sani};{MacBook Air};2205.0;1.25;Finance;yes;no;no;no
payment reminder;2019-11-23 15:49:05;{990853};{883351,883352,883353,883354,883355};{};{Seran Uysal};{iPad Air,MacBook Air,iPad mini,Echo Plus,Echo Show 5};3369.98;4.13;Finance;yes;no;no;no
payment reminder;2019-11-24 09:31:51;{990961};{883796,883797,883798,883799,883800,883801,883802,883803,883804};{};{Luis Santos};{iPad Air,Echo Studio,Kindle Paperwhite,iPhone X,iPad mini,Echo Plus,Echo,Fire Stick 4K,Echo Dot};2327.95;5.587;Finance;yes;no;no;no
place order;2019-11-24 15:11:00;{991091};{884327,884328,884329,884330};{};{Lisa Mannel};{iPad,Echo Plus,iPad Pro,iPhone 8};2277.99;2.456;Finance;yes;no;no;no
place order;2019-11-25 07:33:36;{991092};{884331,884332,884333};{};{Gyunam Park};{iPhone 11 Pro,Echo Show 8,iPhone 8};1812.99;1.378;Finance;yes;no;no;no
pay order;2019-11-25 08:33:29;{990982};{883884};{};{Claudia Graf};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
pick item;2019-11-25 08:42:23;{991092};{884332};{};{Gyunam Park};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
confirm order;2019-11-25 09:00:19;{991092};{884331,884332,884333};{};{Gyunam Park};{iPhone 11 Pro,Echo Show 8,iPhone 8};1812.99;1.378;Finance;yes;no;no;no
payment reminder;2019-11-25 09:03:27;{990749};{882929,882930,882931,882932};{};{Majid Rafiei};{iPad Air,Echo Plus,Echo,iPhone X};1429.98;2.672;Finance;yes;no;no;no
pick item;2019-11-25 09:20:29;{991057};{884192};{};{Majid Rafiei};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
payment reminder;2019-11-25 09:21:30;{990862};{883390,883391,883392,883393,883394,883395};{};{Christine Dobbert};{Echo Show 5,iPhone 11 Pro,MacBook Pro,Fire Stick,iPhone X,Echo};4582.97;3.59;Finance;yes;no;no;no
pay order;2019-11-25 09:28:19;{990996};{883939,883940,883941,883942,883943};{};{Lisa Mannel};{iPhone 8,iPad Air,MacBook Pro,iPhone X,iPad Pro};5308.0;2.675;Finance;yes;no;no;no
confirm order;2019-11-25 09:31:46;{991091};{884327,884328,884329,884330};{};{Lisa Mannel};{iPad,Echo Plus,iPad Pro,iPhone 8};2277.99;2.456;Finance;yes;no;no;no
pick item;2019-11-25 09:47:53;{991047};{884150};{};{Mohammadreza Fani Sani};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-11-25 09:51:52;{991005};{883969};{};{Lisa Mannel};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2019-11-25 09:51:52;{991006,990978,991047,990989,990980};{883975,883867,884149,883913,884150,883873};{660668};{Mohammadreza Fani Sani};{iPad Pro,Kindle,Echo Plus,Fire Stick,Kindle Paperwhite,iPhone 8};2026.97;3.151;Fullfillment;yes;no;no;no
reorder item;2019-11-25 10:03:50;{991081};{884298};{};{Christine Dobbert};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
place order;2019-11-25 10:20:43;{991093};{884334,884335,884336,884337};{};{Christina Rensinghof};{iPhone 11 Pro,MacBook Air,Echo Studio,Kindle};3633.98;3.401;Finance;yes;no;no;no
pick item;2019-11-25 10:21:58;{991075};{884270};{};{Kefang Ding};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
confirm order;2019-11-25 10:24:44;{991087};{884316,884317};{};{Luis Santos};{iPhone X,iPad Pro};1803.0;0.655;Finance;yes;no;no;no
item out of stock;2019-11-25 10:25:11;{991055};{884182};{};{Majid Rafiei};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-11-25 10:26:42;{991021};{884040};{};{Mohammadreza Fani Sani};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
send package;2019-11-25 10:28:21;{991061,990918,991079,991040,991050};{884210,883606,884209,884285,884115,884284,884165};{660666};{Anahita Farhang Ghahfarokhi};{Echo Show 5,Echo Show 8,Echo Dot,Fire Stick,Fire Stick,iPhone 11 Pro,Kindle};1558.94;3.311;Fullfillment;yes;no;no;no
pick item;2019-11-25 10:33:44;{991072};{884257};{};{Junxiong Gao};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
confirm order;2019-11-25 10:37:12;{991079};{884283,884284,884285,884286,884287,884288};{};{Anahita Farhang Ghahfarokhi};{iPad Pro,iPhone 11 Pro,Fire Stick,iPhone 8,MacBook Pro,iPad mini};5770.99;2.731;Finance;yes;no;no;no
reorder item;2019-11-25 10:38:32;{991067};{884229};{};{Kefang Ding};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
failed delivery;2019-11-25 10:39:36;{991072,991042};{884256,884125};{660664};{Junxiong Gao};{iPad Air,MacBook Pro};2976.0;1.81;Delivery;yes;no;no;no
pay order;2019-11-25 10:45:07;{991065};{884220,884221,884222};{};{Gyunam Park};{Echo Studio,Fire Stick,iPhone 11 Pro};1393.98;1.868;Finance;yes;no;no;no
pick item;2019-11-25 10:48:01;{991052};{884169};{};{Mahsa Bafrani};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-11-25 10:52:21;{991083};{884306};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
package delivered;2019-11-25 11:07:04;{991067,991062,991075,991066};{884226,884212,884230,884228,884227,884269,884268,884223,884224,884225,884211};{660667};{Kefang Ding};{Echo Studio,MacBook Pro,iPhone 8,Kindle,Kindle Paperwhite,iPad mini,Echo Plus,Echo Studio,MacBook Pro,Echo Show 5,Echo Studio};7026.94;10.808;Delivery;yes;no;no;no
pay order;2019-11-25 11:20:02;{991055};{884182,884183,884184};{};{Majid Rafiei};{Fire Stick 4K,iPad mini,Kindle Paperwhite};672.99;1.055;Finance;yes;no;no;no
pick item;2019-11-25 11:21:07;{991084};{884309};{};{Majid Rafiei};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
create package;2019-11-25 11:21:07;{991069,991033,991024,991087};{884237,884086,884053,884239,884316,884238};{660669};{Luis Santos};{iPhone 11,MacBook Pro,iPhone X,Echo,iPhone X,MacBook Air};6996.99;3.91;Fullfillment;yes;no;no;no
pick item;2019-11-25 11:30:53;{991027};{884070};{};{Christina Rensinghof};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-11-25 11:52:01;{991089};{884324};{};{Mohammadreza Fani Sani};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-11-25 11:53:13;{991085};{884311};{};{Junxiong Gao};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2019-11-25 11:59:54;{990930,991058};{883668,884194};{660663};{Wil van der Aalst};{Fire Stick 4K,MacBook Air};2289.99;1.53;Delivery;yes;no;no;no
place order;2019-11-25 12:01:11;{991094};{884338,884339,884340};{};{Junxiong Gao};{Echo Plus,Echo Show 8,Echo Plus};434.97;3.54;Finance;yes;no;no;no
pick item;2019-11-25 12:05:25;{991078};{884280};{};{Christina Rensinghof};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
confirm order;2019-11-25 12:21:12;{991090};{884326};{};{Mohammadreza Fani Sani};{MacBook Air};2205.0;1.25;Finance;yes;no;no;no
item out of stock;2019-11-25 12:22:04;{991074};{884264};{};{Mahsa Bafrani};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-11-25 12:26:58;{991092};{884333};{};{Gyunam Park};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
failed delivery;2019-11-25 12:40:34;{991061,990918,991079,991040,991050};{884210,883606,884209,884285,884115,884284,884165};{660666};{Anahita Farhang Ghahfarokhi};{Echo Show 5,Echo Show 8,Echo Dot,Fire Stick,Fire Stick,iPhone 11 Pro,Kindle};1558.94;3.311;Delivery;yes;no;no;no
pick item;2019-11-25 12:51:31;{991094};{884338};{};{Junxiong Gao};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
create package;2019-11-25 12:51:31;{991081,991007};{884301,883984};{660670};{Christine Dobbert};{Kindle,iPhone X};778.99;0.655;Fullfillment;yes;no;no;no
pick item;2019-11-25 12:53:23;{991046};{884145};{};{Mohammadreza Fani Sani};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
place order;2019-11-25 13:22:08;{991095};{884341,884342,884343};{};{Kefang Ding};{MacBook Air,iPhone X,iPad mini};3353.0;1.702;Finance;yes;no;no;no
payment reminder;2019-11-25 13:33:13;{990977};{883862,883863,883864,883865,883866};{};{Majid Rafiei};{Echo,Echo Show 5,iPad Pro,Echo Dot,Fire Stick 4K};1413.96;2.803;Finance;yes;no;no;no
package delivered;2019-11-25 14:01:08;{991052,991034,991074,991043};{884168,884094,884172,884265,884266,884263,884261,884129};{660661};{Mahsa Bafrani};{Kindle,Echo Dot,Kindle Paperwhite,Echo Studio,iPad mini,iPad mini,MacBook Pro,Kindle Paperwhite};3965.97;5.263;Delivery;yes;no;no;no
reorder item;2019-11-25 14:17:23;{991076};{884274};{};{Seran Uysal};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
item out of stock;2019-11-25 14:21:00;{991078};{884279};{};{Christina Rensinghof};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-11-25 14:22:45;{991055};{884182};{};{Majid Rafiei};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-11-25 14:36:57;{991091};{884329};{};{Lisa Mannel};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
create package;2019-11-25 14:36:57;{991054,991078,991027};{884181,884180,884282,884070,884280,884072};{660671};{Christina Rensinghof};{MacBook Pro,MacBook Air,Echo Show 5,iPhone X,Kindle Paperwhite,Fire Stick 4K};5707.98;4.447;Fullfillment;yes;no;no;no
pay order;2019-11-25 14:42:43;{991085};{884311,884312,884313};{};{Junxiong Gao};{Echo Studio,iPhone 8,iPad Pro};1832.99;2.173;Finance;yes;no;no;no
pay order;2019-11-25 14:46:57;{990853};{883351,883352,883353,883354,883355};{};{Seran Uysal};{iPad Air,MacBook Air,iPad mini,Echo Plus,Echo Show 5};3369.98;4.13;Finance;yes;no;no;no
item out of stock;2019-11-25 14:55:07;{991081};{884297};{};{Christine Dobbert};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-11-25 14:55:22;{991006};{883974};{};{Mohammadreza Fani Sani};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2019-11-25 15:00:00;{991068};{884231,884232,884235,884234};{660672};{Marco Pegoraro};{iPad mini,iPad mini,iPad Pro,iPhone 11 Pro};3146.0;1.231;Fullfillment;yes;no;no;no
pay order;2019-11-25 15:01:06;{991083};{884305,884306};{};{Wil van der Aalst};{Echo,iPhone 11 Pro};1253.99;0.968;Finance;yes;no;no;no
place order;2019-11-25 15:04:01;{991096};{884344,884345,884346};{};{Seran Uysal};{MacBook Pro,Echo Studio,Kindle Paperwhite};2833.99;3.345;Finance;yes;no;no;no
pick item;2019-11-25 15:10:16;{991077};{884277};{};{Claudia Graf};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-11-25 15:17:27;{991082};{884304};{};{Claudia Graf};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
send package;2019-11-25 15:25:25;{991081,991007};{884301,883984};{660670};{Christine Dobbert};{Kindle,iPhone X};778.99;0.655;Fullfillment;yes;no;no;no
item out of stock;2019-11-25 15:35:28;{991075};{884271};{};{Kefang Ding};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
payment reminder;2019-11-25 15:41:06;{990979};{883869,883870};{};{Claudia Graf};{MacBook Air,iPhone 11 Pro};3354.0;1.438;Finance;yes;no;no;no
pick item;2019-11-25 15:48:09;{991089};{884323};{};{Mohammadreza Fani Sani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pay order;2019-11-25 15:58:26;{991084};{884307,884308,884309,884310};{};{Majid Rafiei};{iPad Pro,Fire Stick,iPhone 11 Pro,Echo Show 8};2422.98;1.851;Finance;yes;no;no;no
pick item;2019-11-25 16:08:29;{991071};{884246};{};{Lisa Mannel};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
item out of stock;2019-11-25 16:08:52;{991041};{884118};{};{Marco Pegoraro};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-11-25 16:16:28;{991004};{883964};{};{Marco Pegoraro};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-11-25 16:19:24;{991080};{884294};{};{Gyunam Park};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2019-11-25 16:20:04;{991041};{884118};{};{Marco Pegoraro};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-11-25 16:20:35;{991092};{884331};{};{Gyunam Park};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-11-25 16:21:01;{991096};{884345};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
place order;2019-11-25 16:27:48;{991097};{884347,884348,884349,884350,884351};{};{Claudia Graf};{Kindle,iPhone 8,iPhone 11 Pro,Echo Plus,MacBook Pro};4412.98;3.531;Finance;yes;no;no;no
confirm order;2019-11-25 16:29:56;{991093};{884334,884335,884336,884337};{};{Christina Rensinghof};{iPhone 11 Pro,MacBook Air,Echo Studio,Kindle};3633.98;3.401;Finance;yes;no;no;no
pick item;2019-11-25 16:33:58;{991088};{884320};{};{Mohammadreza Fani Sani};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
create package;2019-11-25 16:33:58;{991045,991057,991084,991016};{884142,884188,884134,884141,884307,884192,884309,884018};{660673};{Majid Rafiei};{Echo Dot,Echo Show 8,Echo Dot,iPad mini,iPad Pro,Echo,iPhone 11 Pro,Echo Plus};3136.95;4.751;Fullfillment;yes;no;no;no
pick item;2019-11-25 16:34:01;{991065};{884222};{};{Gyunam Park};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-11-25 16:34:40;{991097};{884350};{};{Claudia Graf};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pay order;2019-11-25 16:35:02;{990977};{883862,883863,883864,883865,883866};{};{Majid Rafiei};{Echo,Echo Show 5,iPad Pro,Echo Dot,Fire Stick 4K};1413.96;2.803;Finance;yes;no;no;no
item out of stock;2019-11-25 16:45:18;{991087};{884317};{};{Luis Santos};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
send package;2019-11-25 16:54:13;{991068};{884231,884232,884235,884234};{660672};{Marco Pegoraro};{iPad mini,iPad mini,iPad Pro,iPhone 11 Pro};3146.0;1.231;Fullfillment;yes;no;no;no
pay order;2019-11-25 17:17:29;{991091};{884327,884328,884329,884330};{};{Lisa Mannel};{iPad,Echo Plus,iPad Pro,iPhone 8};2277.99;2.456;Finance;yes;no;no;no
pick item;2019-11-25 17:27:41;{991088};{884319};{};{Mohammadreza Fani Sani};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
package delivered;2019-11-25 17:37:18;{991045,991055,991057};{884138,884183,884191,884189,884184,884139,884190,884135};{660659};{Majid Rafiei};{Echo Studio,iPad mini,Echo Plus,iPad,Kindle Paperwhite,iPad Pro,Kindle Paperwhite,iPhone X};3349.98;5.168;Delivery;yes;no;no;no
pick item;2019-11-25 17:44:30;{991046};{884144};{};{Mohammadreza Fani Sani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2019-11-25 18:09:51;{991095};{884343};{};{Kefang Ding};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-11-25 18:11:48;{991064};{884217};{};{Claudia Graf};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
