activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
pick item;2019-10-02 11:51:54;{990710};{882791};{};{Luis Santos};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
item out of stock;2019-10-02 11:54:02;{990774};{883041};{};{Marco Pegoraro};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-10-02 11:56:07;{990642};{882509};{};{Mahsa Bafrani};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-10-02 12:12:28;{990593};{882284};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
create package;2019-10-02 12:12:28;{990749,990745,990736,990732};{882929,882914,882885,882877};{660467};{Majid Rafiei};{iPad Air,iPhone X,iPad,Echo Show 5};1759.99;1.975;Fullfillment;yes;no;no;no
item out of stock;2019-10-02 12:14:54;{990764};{882996};{};{Wil van der Aalst};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2019-10-02 12:37:37;{990767};{883015,883016,883017,883018};{};{Junxiong Gao};{iPhone 11 Pro,iPhone 11 Pro,Echo Dot,Echo Studio};2532.98;2.236;Finance;yes;no;no;no
pick item;2019-10-02 12:39:18;{990757};{882966};{};{Tobias Brockhoff};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2019-10-02 12:40:58;{990767};{883016};{};{Junxiong Gao};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-10-02 12:42:58;{990756};{882965};{};{Mohammadreza Fani Sani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
item out of stock;2019-10-02 12:53:39;{990776};{883046};{};{Christine Dobbert};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
place order;2019-10-02 12:53:57;{990786};{883079,883080,883081,883082,883083};{};{Anahita Farhang Ghahfarokhi};{Echo Show 8,Fire Stick 4K,iPhone 11,iPad Pro,iPad Pro};3221.98;2.392;Finance;yes;no;no;no
pick item;2019-10-02 13:05:12;{990754};{882955};{};{Kefang Ding};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
create package;2019-10-02 13:05:12;{990755,990766,990779,990710,990752};{882961,883010,883012,882960,883055,883054,883056,882791,882949};{660468};{Luis Santos};{Echo Dot,Echo Studio,Echo Dot,MacBook Air,MacBook Air,Kindle Paperwhite,iPad Air,iPhone 8,iPad Pro};6892.97;6.368;Fullfillment;yes;no;no;no
pay order;2019-10-02 13:07:18;{990740};{882896,882897,882898,882899};{};{Junxiong Gao};{iPhone X,iPhone 8,iPad Pro,iPad mini};2781.0;1.145;Finance;yes;no;no;no
package delivered;2019-10-02 13:08:24;{990702,990760,990742,990768,990705};{882761,882976,882977,882979,882978,882901,883020,883019,882759,882903,882980,882904,882772};{660461};{Lisa Mannel};{MacBook Air,Kindle,Echo Plus,Echo Studio,Echo Show 5,Echo Show 5,MacBook Pro,MacBook Pro,Kindle Paperwhite,Echo,iPhone 11 Pro,iPhone 11,iPad};10481.94;11.105;Delivery;yes;no;no;no
pick item;2019-10-02 13:09:20;{990715};{882808};{};{Mahsa Bafrani};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-10-02 13:11:58;{990711};{882792};{};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-10-02 13:12:41;{990785};{883078};{};{Seran Uysal};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
send package;2019-10-02 13:19:49;{990746,990721};{882917,882838};{660465};{Seran Uysal};{Echo Plus,iPhone X};848.99;1.452;Fullfillment;yes;no;no;no
pick item;2019-10-02 13:28:27;{990748};{882921};{};{Marco Pegoraro};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-10-02 13:52:14;{990704};{882767};{};{Christina Rensinghof};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
send package;2019-10-02 14:13:51;{990755,990766,990779,990710,990752};{882961,883010,883012,882960,883055,883054,883056,882791,882949};{660468};{Luis Santos};{Echo Dot,Echo Studio,Echo Dot,MacBook Air,MacBook Air,Kindle Paperwhite,iPad Air,iPhone 8,iPad Pro};6892.97;6.368;Fullfillment;yes;no;no;no
reorder item;2019-10-02 14:45:01;{990764};{882996};{};{Wil van der Aalst};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2019-10-02 14:46:21;{990770};{883027,883028,883029,883030};{};{Marco Pegoraro};{Kindle Paperwhite,Echo Dot,MacBook Air,Echo Plus};2513.98;3.405;Finance;yes;no;no;no
item out of stock;2019-10-02 14:46:46;{990783};{883069};{};{Lisa Mannel};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-10-02 14:49:17;{990782};{883065};{};{Seran Uysal};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
failed delivery;2019-10-02 15:04:19;{990765,990757,990658,990724};{883007,883006,882967,882566,883008,882968,883004,882846};{660460};{Tobias Brockhoff};{Echo Show 8,iPad,iPhone X,MacBook Pro,iPhone 11,Echo,Echo,Kindle};4902.96;5.214;Delivery;yes;no;no;no
place order;2019-10-02 15:07:40;{990787};{883084,883085,883086,883087};{};{Lisa Mannel};{Echo,Kindle,Fire Stick,iPhone 8};753.97;1.673;Finance;yes;no;no;no
pick item;2019-10-02 15:13:23;{990783};{883070};{};{Lisa Mannel};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
reorder item;2019-10-02 15:30:40;{990777};{883048};{};{Mahsa Bafrani};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pay order;2019-10-02 15:49:07;{990780};{883058,883059};{};{Tobias Brockhoff};{Echo Dot,iPad Air};510.99;0.82;Finance;yes;no;no;no
pick item;2019-10-02 15:50:41;{990768};{883024};{};{Lisa Mannel};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
reorder item;2019-10-02 15:53:42;{990776};{883046};{};{Christine Dobbert};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
failed delivery;2019-10-02 15:54:51;{990763,990754,990723};{882991,882992,882956,882995,882845,882957,882989};{660463};{Kefang Ding};{Fire Stick,Echo Plus,MacBook Air,Echo Studio,iPhone 8,Kindle,iPhone 8};3727.96;5.113;Delivery;yes;no;no;no
pick item;2019-10-02 15:57:02;{990785};{883076};{};{Seran Uysal};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
create package;2019-10-02 15:57:02;{990751,990767,990653,990781};{882943,883017,882545,883062,883016,883015};{660469};{Junxiong Gao};{iPad Pro,Echo Dot,iPad mini,Fire Stick 4K,iPhone 11 Pro,iPhone 11 Pro};3965.98;1.799;Fullfillment;yes;no;no;no
pick item;2019-10-02 15:59:57;{990687};{882687};{};{Wil van der Aalst};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-10-02 16:05:48;{990782};{883066};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2019-10-02 16:10:32;{990557};{882136};{};{Tobias Brockhoff};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2019-10-02 16:24:14;{990764};{882998};{};{Wil van der Aalst};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
send package;2019-10-02 16:26:40;{990756};{882964,882963};{660464};{Mohammadreza Fani Sani};{Echo Studio,Echo Studio};399.98;2.96;Fullfillment;yes;no;no;no
reorder item;2019-10-02 16:34:50;{990773};{883039};{};{Gyunam Park};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
place order;2019-10-02 16:35:05;{990788};{883088,883089,883090,883091};{};{Gyunam Park};{Kindle Paperwhite,iPad Pro,iPad mini,iPhone 11};2481.0;1.424;Finance;yes;no;no;no
pick item;2019-10-02 16:38:12;{990716};{882814};{};{Mahnaz Qafari};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-10-02 16:53:10;{990763};{882994};{};{Kefang Ding};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
reorder item;2019-10-02 16:53:33;{990773};{883040};{};{Gyunam Park};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
reorder item;2019-10-02 16:59:56;{990779};{883057};{};{Luis Santos};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2019-10-02 17:02:32;{990782};{883064};{};{Seran Uysal};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
create package;2019-10-02 17:02:32;{990748,990770,990772,990774,990778,990758};{882923,883030,883036,883027,883038,883029,882924,883042,883043,883053,883028,882921,882970};{660470};{Marco Pegoraro};{MacBook Air,Echo Plus,Kindle,Kindle Paperwhite,MacBook Air,MacBook Air,iPad,Fire Stick 4K,Echo Show 8,iPad mini,Echo Dot,MacBook Pro,iPad Air};11128.95;10.221;Fullfillment;yes;no;no;no
reorder item;2019-10-02 17:03:34;{990758};{882971};{};{Marco Pegoraro};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-10-02 17:12:34;{990785};{883075};{};{Seran Uysal};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
confirm order;2019-10-02 17:26:31;{990782};{883064,883065,883066};{};{Seran Uysal};{Fire Stick,iPad mini,Echo Studio};693.98;1.96;Finance;yes;no;no;no
pick item;2019-10-02 17:34:49;{990766};{883013};{};{Luis Santos};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
failed delivery;2019-10-02 17:46:07;{990764,990759,990672};{883001,882972,882624,882997,882974,883002,882973};{660462};{Wil van der Aalst};{Echo,Echo Show 8,Echo Show 5,iPhone 11,iPhone X,MacBook Air,iPad mini};4466.97;4.508;Delivery;yes;no;no;no
pay order;2019-10-02 18:02:19;{990431};{881643,881644};{};{Tobias Brockhoff};{MacBook Air,iPhone 11};3004.0;1.416;Finance;yes;no;no;no
send package;2019-10-02 18:26:06;{990751,990767,990653,990781};{882943,883017,882545,883062,883016,883015};{660469};{Junxiong Gao};{iPad Pro,Echo Dot,iPad mini,Fire Stick 4K,iPhone 11 Pro,iPhone 11 Pro};3965.98;1.799;Fullfillment;yes;no;no;no
place order;2019-10-02 18:29:56;{990789};{883092,883093,883094,883095,883096};{};{Christina Rensinghof};{iPad Pro,Echo Plus,iPhone 11 Pro,iPhone X,Echo Dot};3131.98;2.503;Finance;yes;no;no;no
pick item;2019-10-02 18:37:20;{990787};{883084};{};{Lisa Mannel};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
confirm order;2019-10-02 18:42:10;{990783};{883067,883068,883069,883070};{};{Lisa Mannel};{iPad Pro,iPad mini,Fire Stick,Echo Show 5};1682.98;1.843;Finance;yes;no;no;no
package delivered;2019-10-02 18:55:25;{990756};{882964,882963};{660464};{Mohammadreza Fani Sani};{Echo Studio,Echo Studio};399.98;2.96;Delivery;yes;no;no;no
pick item;2019-10-02 20:04:32;{990787};{883085};{};{Lisa Mannel};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
place order;2019-10-02 21:09:19;{990790};{883097,883098,883099,883100,883101};{};{Claudia Graf};{iPhone 8,iPhone 11,iPhone X,MacBook Pro,iPhone 11};5331.0;2.084;Finance;yes;no;no;no
pick item;2019-10-02 21:37:00;{990790};{883099};{};{Claudia Graf};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2019-10-02 21:41:21;{990758};{882971};{};{Marco Pegoraro};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
package delivered;2019-10-02 22:11:09;{990746,990721};{882917,882838};{660465};{Seran Uysal};{Echo Plus,iPhone X};848.99;1.452;Delivery;yes;no;no;no
place order;2019-10-03 03:13:30;{990791};{883102,883103,883104,883105,883106,883107,883108,883109,883110,883111,883112};{};{Claudia Graf};{Kindle,iPad,Fire Stick,MacBook Pro,Echo Plus,iPhone X,iPad Pro,Fire Stick 4K,iPad Pro,MacBook Pro,Echo Dot};8786.95;6.984;Finance;yes;no;no;no
pick item;2019-10-03 08:40:08;{990785};{883074};{};{Seran Uysal};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2019-10-03 08:48:37;{990771};{883032};{};{Christine Dobbert};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
package delivered;2019-10-03 09:05:35;{990765,990757,990658,990724};{883007,883006,882967,882566,883008,882968,883004,882846};{660460};{Tobias Brockhoff};{Echo Show 8,iPad,iPhone X,MacBook Pro,iPhone 11,Echo,Echo,Kindle};4902.96;5.214;Delivery;yes;no;no;no
pick item;2019-10-03 09:22:33;{990783};{883068};{};{Lisa Mannel};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
place order;2019-10-03 09:34:36;{990792};{883113,883114,883115,883116,883117,883118,883119,883120};{};{Majid Rafiei};{Echo Studio,Echo Dot,iPhone 11,Echo Show 5,iPhone 11,iPhone X,Fire Stick 4K,Fire Stick};2751.95;3.724;Finance;yes;no;no;no
package delivered;2019-10-03 09:38:35;{990751,990767,990653,990781};{882943,883017,882545,883062,883016,883015};{660469};{Junxiong Gao};{iPad Pro,Echo Dot,iPad mini,Fire Stick 4K,iPhone 11 Pro,iPhone 11 Pro};3965.98;1.799;Delivery;yes;no;no;no
confirm order;2019-10-03 09:41:11;{990784};{883071,883072,883073};{};{Gyunam Park};{iPhone 8,Kindle Paperwhite,Kindle Paperwhite};792.0;1.2;Finance;yes;no;no;no
pick item;2019-10-03 09:46:56;{990778};{883052};{};{Marco Pegoraro};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-10-03 09:48:48;{990792};{883113};{};{Majid Rafiei};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2019-10-03 09:52:33;{990755};{882958};{};{Luis Santos};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 09:57:19;{990791};{883108};{};{Claudia Graf};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 10:08:35;{990789};{883094};{};{Christina Rensinghof};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2019-10-03 10:15:31;{990791};{883109};{};{Claudia Graf};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
create package;2019-10-03 10:15:31;{990711,990743};{882792,882906};{660471};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro,iPhone 8};1678.0;0.398;Fullfillment;yes;no;no;no
send package;2019-10-03 10:17:59;{990777,990739};{883047,883050,883049,882893};{660466};{Mahsa Bafrani};{Fire Stick,iPhone 11 Pro,Fire Stick 4K,iPhone X};1977.98;0.84;Fullfillment;yes;no;no;no
confirm order;2019-10-03 10:26:07;{990785};{883074,883075,883076,883077,883078};{};{Seran Uysal};{iPad mini,Fire Stick 4K,Echo Show 8,Kindle Paperwhite,Echo Plus};952.97;3.315;Finance;yes;no;no;no
confirm order;2019-10-03 10:31:13;{990788};{883088,883089,883090,883091};{};{Gyunam Park};{Kindle Paperwhite,iPad Pro,iPad mini,iPhone 11};2481.0;1.424;Finance;yes;no;no;no
package delivered;2019-10-03 10:38:21;{990777,990739};{883047,883050,883049,882893};{660466};{Mahsa Bafrani};{Fire Stick,iPhone 11 Pro,Fire Stick 4K,iPhone X};1977.98;0.84;Delivery;yes;no;no;no
pick item;2019-10-03 10:39:37;{990766};{883009};{};{Luis Santos};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2019-10-03 10:41:25;{990787};{883087};{};{Lisa Mannel};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
create package;2019-10-03 10:41:25;{990784,990643};{883071,882514};{660472};{Gyunam Park};{iPhone 8,Kindle};608.99;0.693;Fullfillment;yes;no;no;no
confirm order;2019-10-03 10:46:30;{990790};{883097,883098,883099,883100,883101};{};{Claudia Graf};{iPhone 8,iPhone 11,iPhone X,MacBook Pro,iPhone 11};5331.0;2.084;Finance;yes;no;no;no
item out of stock;2019-10-03 10:46:56;{990765};{883003};{};{Tobias Brockhoff};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 11:09:59;{990786};{883082};{};{Anahita Farhang Ghahfarokhi};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
package delivered;2019-10-03 11:16:34;{990763,990754,990723};{882991,882992,882956,882995,882845,882957,882989};{660463};{Kefang Ding};{Fire Stick,Echo Plus,MacBook Air,Echo Studio,iPhone 8,Kindle,iPhone 8};3727.96;5.113;Delivery;yes;no;no;no
pick item;2019-10-03 11:20:56;{990792};{883117};{};{Majid Rafiei};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2019-10-03 11:26:36;{990789};{883092,883093,883094,883095,883096};{};{Christina Rensinghof};{iPad Pro,Echo Plus,iPhone 11 Pro,iPhone X,Echo Dot};3131.98;2.503;Finance;yes;no;no;no
pick item;2019-10-03 11:27:21;{990791};{883111};{};{Claudia Graf};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
create package;2019-10-03 11:27:21;{990762,990716,990761};{882986,882985,882987,882814,882982};{660473};{Mahnaz Qafari};{Echo,Echo Show 5,iPhone X,Fire Stick,Echo};1028.96;2.812;Fullfillment;yes;no;no;no
send package;2019-10-03 11:27:23;{990749,990745,990736,990732};{882929,882914,882885,882877};{660467};{Majid Rafiei};{iPad Air,iPhone X,iPad,Echo Show 5};1759.99;1.975;Fullfillment;yes;no;no;no
package delivered;2019-10-03 11:28:13;{990749,990745,990736,990732};{882929,882914,882885,882877};{660467};{Majid Rafiei};{iPad Air,iPhone X,iPad,Echo Show 5};1759.99;1.975;Delivery;yes;no;no;no
place order;2019-10-03 11:28:58;{990793};{883121,883122,883123,883124,883125,883126,883127};{};{Junxiong Gao};{iPhone 11,iPhone 8,iPad,iPhone 8,Kindle Paperwhite,Echo Show 8,iPhone 8};3144.99;2.754;Finance;yes;no;no;no
pick item;2019-10-03 11:29:58;{990791};{883112};{};{Claudia Graf};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2019-10-03 11:31:39;{990788};{883089};{};{Gyunam Park};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
send package;2019-10-03 11:51:41;{990784,990643};{883071,882514};{660472};{Gyunam Park};{iPhone 8,Kindle};608.99;0.693;Fullfillment;yes;no;no;no
pay order;2019-10-03 11:52:46;{990789};{883092,883093,883094,883095,883096};{};{Christina Rensinghof};{iPad Pro,Echo Plus,iPhone 11 Pro,iPhone X,Echo Dot};3131.98;2.503;Finance;yes;no;no;no
pick item;2019-10-03 12:03:18;{990791};{883104};{};{Claudia Graf};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2019-10-03 12:04:37;{990731};{882873};{};{Claudia Graf};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 12:20:03;{990792};{883119};{};{Majid Rafiei};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2019-10-03 12:24:26;{990572};{882198};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
create package;2019-10-03 12:24:26;{990771,990775,990750};{883031,883045,883044,882934,883032,883034};{660474};{Christine Dobbert};{Echo,iPhone 11,Echo Show 5,iPad Pro,iPhone X,Echo Show 5};2876.97;3.361;Fullfillment;yes;no;no;no
confirm order;2019-10-03 12:33:36;{990786};{883079,883080,883081,883082,883083};{};{Anahita Farhang Ghahfarokhi};{Echo Show 8,Fire Stick 4K,iPhone 11,iPad Pro,iPad Pro};3221.98;2.392;Finance;yes;no;no;no
item out of stock;2019-10-03 12:38:48;{990792};{883116};{};{Majid Rafiei};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
package delivered;2019-10-03 12:43:41;{990764,990759,990672};{883001,882972,882624,882997,882974,883002,882973};{660462};{Wil van der Aalst};{Echo,Echo Show 8,Echo Show 5,iPhone 11,iPhone X,MacBook Air,iPad mini};4466.97;4.508;Delivery;yes;no;no;no
pick item;2019-10-03 12:55:07;{990791};{883110};{};{Claudia Graf};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-10-03 12:56:52;{990738};{882891};{};{Lisa Mannel};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2019-10-03 12:58:14;{990786};{883081};{};{Anahita Farhang Ghahfarokhi};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
place order;2019-10-03 13:17:42;{990794};{883128,883129};{};{Seran Uysal};{MacBook Air,Kindle};2284.99;1.733;Finance;yes;no;no;no
confirm order;2019-10-03 13:28:25;{990794};{883128,883129};{};{Seran Uysal};{MacBook Air,Kindle};2284.99;1.733;Finance;yes;no;no;no
pick item;2019-10-03 13:31:57;{990764};{882999};{};{Wil van der Aalst};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pay order;2019-10-03 13:37:23;{990754};{882954,882955,882956,882957};{};{Kefang Ding};{Echo Studio,Fire Stick,MacBook Air,Kindle};2524.97;3.413;Finance;yes;no;no;no
confirm order;2019-10-03 14:15:52;{990787};{883084,883085,883086,883087};{};{Lisa Mannel};{Echo,Kindle,Fire Stick,iPhone 8};753.97;1.673;Finance;yes;no;no;no
pick item;2019-10-03 14:17:47;{990791};{883102};{};{Claudia Graf};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 14:24:06;{990793};{883124};{};{Junxiong Gao};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
send package;2019-10-03 14:25:06;{990748,990770,990772,990774,990778,990758};{882923,883030,883036,883027,883038,883029,882924,883042,883043,883053,883028,882921,882970};{660470};{Marco Pegoraro};{MacBook Air,Echo Plus,Kindle,Kindle Paperwhite,MacBook Air,MacBook Air,iPad,Fire Stick 4K,Echo Show 8,iPad mini,Echo Dot,MacBook Pro,iPad Air};11128.95;10.221;Fullfillment;yes;no;no;no
pay order;2019-10-03 14:29:41;{990745};{882911,882912,882913,882914,882915};{};{Majid Rafiei};{Echo Show 5,Fire Stick,Echo Show 8,iPhone X,Echo};1063.96;3.012;Finance;yes;no;no;no
send package;2019-10-03 14:48:00;{990762,990716,990761};{882986,882985,882987,882814,882982};{660473};{Mahnaz Qafari};{Echo,Echo Show 5,iPhone X,Fire Stick,Echo};1028.96;2.812;Fullfillment;yes;no;no;no
place order;2019-10-03 14:55:09;{990795};{883130,883131,883132,883133,883134};{};{Marco Pegoraro};{Echo Studio,MacBook Air,Echo Dot,Echo Plus,iPad mini};3033.97;4.67;Finance;yes;no;no;no
item out of stock;2019-10-03 14:56:37;{990789};{883093};{};{Christina Rensinghof};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2019-10-03 15:00:07;{990784};{883072};{};{Gyunam Park};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-10-03 15:00:07;{990769,990780,990757,990557,990765};{883025,883059,883058,882966,882136,883005};{660475};{Tobias Brockhoff};{iPad,iPad Air,Echo Dot,Echo Studio,iPad,MacBook Air};3895.98;4.516;Fullfillment;yes;no;no;no
pick item;2019-10-03 15:07:37;{990791};{883103};{};{Claudia Graf};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pay order;2019-10-03 15:25:05;{990762};{882984,882985,882986,882987,882988};{};{Mahnaz Qafari};{iPad Pro,Echo Show 5,Echo,iPhone X,Echo Show 8};2122.97;3.295;Finance;yes;no;no;no
confirm order;2019-10-03 15:34:10;{990792};{883113,883114,883115,883116,883117,883118,883119,883120};{};{Majid Rafiei};{Echo Studio,Echo Dot,iPhone 11,Echo Show 5,iPhone 11,iPhone X,Fire Stick 4K,Fire Stick};2751.95;3.724;Finance;yes;no;no;no
pick item;2019-10-03 15:36:43;{990790};{883100};{};{Claudia Graf};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2019-10-03 15:38:00;{990763};{882990};{};{Kefang Ding};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
package delivered;2019-10-03 15:38:12;{990755,990766,990779,990710,990752};{882961,883010,883012,882960,883055,883054,883056,882791,882949};{660468};{Luis Santos};{Echo Dot,Echo Studio,Echo Dot,MacBook Air,MacBook Air,Kindle Paperwhite,iPad Air,iPhone 8,iPad Pro};6892.97;6.368;Delivery;yes;no;no;no
confirm order;2019-10-03 15:46:33;{990793};{883121,883122,883123,883124,883125,883126,883127};{};{Junxiong Gao};{iPhone 11,iPhone 8,iPad,iPhone 8,Kindle Paperwhite,Echo Show 8,iPhone 8};3144.99;2.754;Finance;yes;no;no;no
failed delivery;2019-10-03 15:51:26;{990762,990716,990761};{882986,882985,882987,882814,882982};{660473};{Mahnaz Qafari};{Echo,Echo Show 5,iPhone X,Fire Stick,Echo};1028.96;2.812;Delivery;yes;no;no;no
pick item;2019-10-03 15:59:56;{990784};{883073};{};{Gyunam Park};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2019-10-03 16:10:31;{990795};{883132};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2019-10-03 16:11:05;{990760};{882975,882976,882977,882978,882979,882980};{};{Lisa Mannel};{iPhone 8,Kindle,Echo Plus,Echo Show 5,Echo Studio,iPhone 11 Pro};2202.96;4.521;Finance;yes;no;no;no
payment reminder;2019-10-03 16:11:45;{990679};{882650,882651};{};{Tobias Brockhoff};{iPad mini,iPad Pro};1553.0;0.763;Finance;yes;no;no;no
pay order;2019-10-03 16:13:55;{990737};{882887};{};{Luis Santos};{MacBook Air};2205.0;1.25;Finance;yes;no;no;no
pick item;2019-10-03 16:14:31;{990793};{883125};{};{Junxiong Gao};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2019-10-03 16:14:31;{990760,990783,990768,990787,990738};{882975,883070,883024,883084,883085,883068,883087,882891,883023};{660476};{Lisa Mannel};{iPhone 8,Echo Show 5,Echo Dot,Echo,Kindle,iPad mini,iPhone 8,iPad,iPhone 11 Pro};3450.96;3.894;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 16:26:47;{990786};{883083};{};{Anahita Farhang Ghahfarokhi};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
confirm order;2019-10-03 16:27:38;{990781};{883060,883061,883062,883063};{};{Junxiong Gao};{MacBook Pro,iPad Pro,Fire Stick 4K,Kindle};3773.98;2.616;Finance;yes;no;no;no
pick item;2019-10-03 16:36:14;{990790};{883097};{};{Claudia Graf};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
item out of stock;2019-10-03 16:39:37;{990788};{883090};{};{Gyunam Park};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
package delivered;2019-10-03 16:49:15;{990748,990770,990772,990774,990778,990758};{882923,883030,883036,883027,883038,883029,882924,883042,883043,883053,883028,882921,882970};{660470};{Marco Pegoraro};{MacBook Air,Echo Plus,Kindle,Kindle Paperwhite,MacBook Air,MacBook Air,iPad,Fire Stick 4K,Echo Show 8,iPad mini,Echo Dot,MacBook Pro,iPad Air};11128.95;10.221;Delivery;yes;no;no;no
send package;2019-10-03 16:49:36;{990711,990743};{882792,882906};{660471};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro,iPhone 8};1678.0;0.398;Fullfillment;yes;no;no;no
pick item;2019-10-03 16:55:13;{990755};{882959};{};{Luis Santos};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
reorder item;2019-10-03 16:56:46;{990765};{883003};{};{Tobias Brockhoff};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
reorder item;2019-10-03 16:56:51;{990793};{883124};{};{Junxiong Gao};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
